Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_RH,Port5_VPD,Port3_RH,Port3_Atmos_pressure,Port3_Temp,Port3_VPD,Port1_Solar,Port2_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port6_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes
FB5,MC3,2023-05-31T23:15:00Z,17.7,86.29,0.991,0.02,1,86.27,17.8,0,0,0,15,15,720,15,684,15
FB5,MC3,2023-05-31T23:30:00Z,17.8,86.28,0.993,0.01,1,86.26,17.9,0,0,0,15,15,670,15,689,15
FB5,MC3,2023-05-31T23:45:00Z,17.9,86.26,0.992,0.02,1,86.24,17.9,0,0,0,15,15,708,15,711,15
FB5,MC3,2023-06-01T00:00:00Z,17.8,86.26,0.989,0.02,1.001,86.24,17.9,0,0,0,15,15,660,15,576,15
FB5,MC3,2023-06-01T00:15:00Z,17.6,86.24,0.998,0,0.999,86.22,17.7,0,0,0,15,15,796,15,634,15
FB5,MC3,2023-06-01T00:30:00Z,17.6,86.21,1,0,1,86.19,17.7,0,0,0,15,15,730,15,541,15
FB5,MC3,2023-06-01T00:45:00Z,17.6,86.19,0.997,0.01,1,86.17,17.7,0,0,0,15,15,736,15,661,15
FB5,MC3,2023-06-01T01:00:00Z,17.7,86.18,0.999,0,1,86.17,17.8,0,0,0,15,15,718,15,616,15
FB5,MC3,2023-06-01T01:15:00Z,17.6,86.15,1,0,1,86.13,17.7,0,0,0,15,15,718,15,595,15
FB5,MC3,2023-06-01T01:30:00Z,17.5,86.12,1,0,1.001,86.1,17.6,0,0,0,15,15,686,15,586,15
FB5,MC3,2023-06-01T01:45:00Z,17.4,86.08,1,0,1,86.06,17.6,0,0,0,15,15,607,15,519,15
FB5,MC3,2023-06-01T02:00:00Z,17.4,86.07,1,0,1,86.05,17.5,0,0,0,15,15,576,15,527,15
FB5,MC3,2023-06-01T02:15:00Z,17.4,86.07,0.999,0,1,86.05,17.4,0,0,0,15,15,562,15,500,15
FB5,MC3,2023-06-01T02:30:00Z,17.4,86.05,0.998,0,1,86.04,17.5,0,0,0,15,15,545,15,659,15
FB5,MC3,2023-06-01T02:45:00Z,17.3,86.05,0.992,0.02,1,86.03,17.3,0,0,0,15,15,561,15,588,15
FB5,MC3,2023-06-01T03:00:00Z,17.2,86.03,0.996,0.01,1,86.01,17.3,0,0,0,15,15,518,15,572,15
FB5,MC3,2023-06-01T03:15:00Z,17.2,86.02,0.991,0.02,1,86,17.3,0,0,0,15,15,511,15,564,15
FB5,MC3,2023-06-01T03:30:00Z,17.4,86.02,0.984,0.03,1,86,17.4,0,0,0,15,15,485,15,549,15
FB5,MC3,2023-06-01T03:45:00Z,17.5,86.02,0.981,0.04,0.998,86,17.5,0,0,0,15,15,463,15,506,15
FB5,MC3,2023-06-01T04:00:00Z,17.5,86.02,0.982,0.04,1,86,17.6,0,0,0,15,15,460,15,480,15
FB5,MC3,2023-06-01T04:15:00Z,17.6,86.03,0.985,0.03,1,86.02,17.6,0,0,0,15,4,458,15,473,15
FB5,MC3,2023-06-01T04:30:00Z,17.8,86.04,0.974,0.05,0.99,86.03,17.9,0.02,0,0,15,0,457,15,466,15
FB5,MC3,2023-06-01T04:45:00Z,18.8,86.04,0.91,0.19,0.929,86.03,18.9,0.16,0,0,15,0,452,9,454,15
FB5,MC3,2023-06-01T05:00:00Z,19.5,86.06,0.851,0.34,0.866,86.04,19.6,0.3,0,0,15,0,451,0,451,15
FB5,MC3,2023-06-01T05:15:00Z,19.7,86.07,0.824,0.4,0.841,86.06,19.8,0.37,0,0,15,0,451,0,451,15
FB5,MC3,2023-06-01T05:30:00Z,20,86.09,0.785,0.5,0.803,86.08,20.1,0.46,0,0,15,0,450,0,450,15
FB5,MC3,2023-06-01T05:45:00Z,20,86.11,0.781,0.51,0.797,86.09,20.1,0.48,4.9,2,13,0,450,0,450,11
FB5,MC3,2023-06-01T06:00:00Z,19.9,86.13,0.789,0.49,0.805,86.12,20,0.46,12.8,9.5,15,0,450,0,450,8
FB5,MC3,2023-06-01T06:15:00Z,19.9,86.16,0.796,0.47,0.812,86.14,19.9,0.44,18.7,14.3,9,0,450,0,450,2
FB5,MC3,2023-06-01T06:30:00Z,19.5,86.18,0.826,0.39,0.841,86.16,19.5,0.36,20.9,15.7,15,0,450,0,450,15
FB5,MC3,2023-06-01T06:45:00Z,19.5,86.19,0.828,0.39,0.843,86.17,19.6,0.36,27.3,20.7,15,0,450,0,450,15
FB5,MC3,2023-06-01T07:00:00Z,19.5,86.21,0.833,0.38,0.849,86.19,19.5,0.34,36.3,27.3,15,0,450,0,450,15
FB5,MC3,2023-06-01T07:15:00Z,19.3,86.22,0.849,0.34,0.864,86.21,19.4,0.31,59.5,41,15,0,450,0,450,15
FB5,MC3,2023-06-01T07:30:00Z,19.2,86.24,0.866,0.3,0.881,86.22,19.3,0.27,82.2,64.1,15,0,450,0,450,15
FB5,MC3,2023-06-01T07:45:00Z,19.2,86.26,0.879,0.27,0.892,86.24,19.3,0.24,134.9,67.9,13,0,450,0,454,15
FB5,MC3,2023-06-01T08:00:00Z,19,86.27,0.889,0.24,0.903,86.26,19.2,0.22,230.9,81.1,13,0,450,1,451,15
FB5,MC3,2023-06-01T08:15:00Z,19,86.28,0.895,0.23,0.907,86.27,19.2,0.21,113,76.2,12,0,450,0,451,15
FB5,MC3,2023-06-01T08:30:00Z,19.1,86.3,0.898,0.23,0.911,86.29,19.2,0.2,104.7,93.4,15,0,450,0,451,15
FB5,MC3,2023-06-01T08:45:00Z,19.2,86.31,0.893,0.24,0.908,86.3,19.4,0.21,101.8,93.2,15,0,450,0,451,15
FB5,MC3,2023-06-01T09:00:00Z,19.4,86.33,0.887,0.25,0.901,86.31,19.6,0.23,141.7,108,15,0,450,0,450,15
FB5,MC3,2023-06-01T09:15:00Z,19.5,86.32,0.885,0.26,0.898,86.3,19.7,0.23,154.4,121.8,9,0,450,0,450,15
FB5,MC3,2023-06-01T09:30:00Z,19.8,86.31,0.884,0.27,0.894,86.29,20.1,0.25,197.2,149.8,0,0,449,0,450,15
FB5,MC3,2023-06-01T09:45:00Z,20,86.31,0.867,0.31,0.875,86.29,20.2,0.3,177.1,162.6,0,0,450,0,450,15
FB5,MC3,2023-06-01T10:00:00Z,20.2,86.29,0.871,0.31,0.883,86.27,20.3,0.28,172.1,498.2,0,0,449,0,450,13
FB5,MC3,2023-06-01T10:15:00Z,20.4,86.29,0.867,0.32,0.879,86.27,20.6,0.29,161.9,282,0,0,449,0,450,7
FB5,MC3,2023-06-01T10:30:00Z,20.6,86.28,0.871,0.31,0.882,86.27,20.8,0.29,149.2,165,0,0,450,0,450,9
FB5,MC3,2023-06-01T10:45:00Z,20.8,86.27,0.873,0.31,0.884,86.25,20.9,0.29,164.2,450.3,1,0,449,0,449,7
FB5,MC3,2023-06-01T11:00:00Z,20.9,86.26,0.867,0.33,0.878,86.25,21.1,0.3,169.7,213.9,0,0,449,0,450,1
FB5,MC3,2023-06-01T11:15:00Z,21.4,86.25,0.826,0.44,0.832,86.23,21.7,0.44,196.8,284.7,0,0,448,0,449,0
FB5,MC3,2023-06-01T11:30:00Z,21.6,86.23,0.822,0.46,0.825,86.21,22,0.46,155.5,142.3,0,0,449,0,449,0
FB5,MC3,2023-06-01T11:45:00Z,21.4,86.23,0.845,0.39,0.849,86.21,21.8,0.39,95.4,86.1,0,0,450,0,450,0
FB5,MC3,2023-06-01T12:00:00Z,21.3,86.21,0.862,0.35,0.872,86.19,21.5,0.33,135.1,108,0,0,449,0,450,5
FB5,MC3,2023-06-01T12:15:00Z,21.8,86.19,0.845,0.4,0.855,86.17,22,0.38,165.7,122.3,0,0,449,0,449,0
FB5,MC3,2023-06-01T12:30:00Z,22.2,86.17,0.835,0.44,0.845,86.15,22.4,0.42,174.3,136,0,0,448,0,449,0
FB5,MC3,2023-06-01T12:45:00Z,21.8,86.16,0.843,0.41,0.847,86.14,22.2,0.41,95.6,73.4,0,0,449,0,450,0
FB5,MC3,2023-06-01T13:00:00Z,21.4,86.14,0.87,0.33,0.876,86.12,21.7,0.32,141.2,104.6,0,0,450,0,450,4
FB5,MC3,2023-06-01T13:15:00Z,21.4,86.13,0.873,0.32,0.884,86.11,21.6,0.3,126.5,95.4,0,0,450,0,450,9
FB5,MC3,2023-06-01T13:30:00Z,21.2,86.13,0.879,0.3,0.892,86.12,21.4,0.28,118.1,88.8,4,0,450,0,450,13
FB5,MC3,2023-06-01T13:45:00Z,21.2,86.11,0.896,0.26,0.905,86.1,21.5,0.24,219.2,135.1,0,0,450,0,450,15
FB5,MC3,2023-06-01T14:00:00Z,20.9,86.1,0.913,0.21,0.926,86.09,21.1,0.19,55.1,43.4,15,2,470,6,683,15
FB5,MC3,2023-06-01T14:15:00Z,19.9,86.11,0.948,0.12,0.963,86.09,20,0.09,29.1,23.3,15,15,793,15,698,15
FB5,MC3,2023-06-01T14:30:00Z,19.5,86.1,0.967,0.07,0.983,86.08,19.6,0.04,22.5,17.2,15,15,686,15,614,15
FB5,MC3,2023-06-01T14:45:00Z,19.2,86.07,0.972,0.06,0.989,86.05,19.3,0.02,92.3,65.7,15,15,563,15,549,15
FB5,MC3,2023-06-01T15:00:00Z,19.6,86.03,0.965,0.08,0.981,86.02,19.6,0.04,131.8,94.5,15,15,525,15,512,15
FB5,MC3,2023-06-01T15:15:00Z,20,86.05,0.958,0.1,0.975,86.03,20.1,0.06,138.2,99.6,15,15,499,15,486,15
FB5,MC3,2023-06-01T15:30:00Z,20,86.05,0.96,0.09,0.977,86.03,20.1,0.05,102.5,69.8,15,15,487,15,476,15
FB5,MC3,2023-06-01T15:45:00Z,19.9,86.05,0.951,0.11,0.97,86.03,19.9,0.07,84,56.8,15,15,473,15,469,15
FB5,MC3,2023-06-01T16:00:00Z,19.8,86.05,0.948,0.12,0.966,86.04,19.9,0.08,66.5,49.1,15,15,464,15,466,15
FB5,MC3,2023-06-01T16:15:00Z,19.5,86.05,0.96,0.09,0.975,86.03,19.6,0.06,39.2,29.7,15,15,791,15,659,15
FB5,MC3,2023-06-01T16:30:00Z,18.9,86.05,0.981,0.04,0.993,86.04,19,0.02,18.5,14.8,15,15,640,15,616,15
FB5,MC3,2023-06-01T16:45:00Z,18.8,86.04,0.982,0.04,0.999,86.02,18.8,0,26.4,21.1,15,15,559,15,566,15
FB5,MC3,2023-06-01T17:00:00Z,18.8,86.02,0.98,0.04,0.996,86.01,18.9,0.01,34.2,27.8,15,15,495,15,534,15
FB5,MC3,2023-06-01T17:15:00Z,18.9,86.02,0.983,0.04,0.999,86,19,0,21.2,16.5,15,15,562,15,548,15
FB5,MC3,2023-06-01T17:30:00Z,19,86.03,0.98,0.04,0.997,86.01,19,0.01,12.3,9.7,15,15,499,15,518,15
FB5,MC3,2023-06-01T17:45:00Z,18.9,86.07,0.984,0.03,0.999,86.05,19,0,5.9,2.2,15,15,484,15,514,15
FB5,MC3,2023-06-01T18:00:00Z,18.9,86.09,0.988,0.03,1,86.07,18.9,0,0,0,15,15,476,15,507,15
FB5,MC3,2023-06-01T18:15:00Z,18.8,86.09,0.988,0.03,1,86.07,18.8,0,0,0,15,15,471,15,520,15
FB5,MC3,2023-06-01T18:30:00Z,18.6,86.09,0.989,0.02,1.001,86.07,18.6,0,0,0,15,15,503,15,505,15
FB5,MC3,2023-06-01T18:45:00Z,18.5,86.1,0.998,0,1,86.08,18.6,0,0,0,15,15,508,15,501,15
FB5,MC3,2023-06-01T19:00:00Z,18.5,86.13,1,0,1.001,86.11,18.6,0,0,0,15,15,501,15,510,15
FB5,MC3,2023-06-01T19:15:00Z,18.4,86.16,1,0,1,86.15,18.5,0,0,0,15,15,496,15,517,15
FB5,MC3,2023-06-01T19:30:00Z,18.5,86.17,0.994,0.01,1,86.15,18.6,0,0,0,15,15,492,15,627,15
FB5,MC3,2023-06-01T19:45:00Z,18.6,86.18,0.998,0,1,86.16,18.6,0,0,0,15,15,566,15,586,15
FB5,MC3,2023-06-01T20:00:00Z,18.6,86.19,0.999,0,1.001,86.17,18.7,0,0,0,15,15,579,15,649,15
FB5,MC3,2023-06-01T20:15:00Z,18.6,86.19,0.999,0,1,86.17,18.6,0,0,0,15,15,577,15,682,15
FB5,MC3,2023-06-01T20:30:00Z,18.5,86.21,1.001,0,1,86.19,18.6,0,0,0,15,15,634,15,660,15
FB5,MC3,2023-06-01T20:45:00Z,18.5,86.23,1,0,1.001,86.21,18.6,0,0,0,15,15,680,15,662,15
FB5,MC3,2023-06-01T21:00:00Z,18.5,86.23,1,0,1,86.21,18.6,0,0,0,15,15,691,15,587,15
FB5,MC3,2023-06-01T21:15:00Z,18.6,86.23,1,0,1,86.21,18.6,0,0,0,15,15,637,15,760,15
FB5,MC3,2023-06-01T21:30:00Z,18.7,86.24,0.999,0,1,86.22,18.8,0,0,0,15,15,626,15,638,15
FB5,MC3,2023-06-01T21:45:00Z,18.6,86.26,0.999,0,1.001,86.24,18.6,0,0,0,15,15,875,15,740,15
FB5,MC3,2023-06-01T22:00:00Z,18.3,86.26,1.001,0,1,86.24,18.4,0,0,0,15,15,668,15,660,15
FB5,MC3,2023-06-01T22:15:00Z,18.1,86.27,1,0,1.001,86.25,18.2,0,0,0,15,15,668,15,589,15
FB5,MC3,2023-06-01T22:30:00Z,18.1,86.27,1.001,0,1,86.25,18.2,0,0,0,15,15,659,15,615,15
FB5,MC3,2023-06-01T22:45:00Z,18.2,86.25,1.001,0,0.999,86.23,18.2,0,0,0,15,15,774,15,753,15
FB5,MC3,2023-06-01T23:00:00Z,18.2,86.24,1,0,1,86.22,18.3,0,0,0,15,15,771,15,732,15
FB5,MC3,2023-06-01T23:15:00Z,18.3,86.23,1,0,1,86.22,18.4,0,0,0,15,15,736,15,651,15
FB5,MC3,2023-06-01T23:30:00Z,18.1,86.21,0.999,0,0.999,86.19,18.2,0,0,0,15,15,658,15,587,15
FB5,MC3,2023-06-01T23:45:00Z,17.9,86.21,0.999,0,0.999,86.19,18,0,0,0,15,15,651,15,573,15
FB5,MC3,2023-06-02T00:00:00Z,17.7,86.21,1.001,0,1,86.19,17.7,0,0,0,15,15,601,15,615,15
FB5,MC3,2023-06-02T00:15:00Z,17.9,86.21,0.999,0,1.001,86.18,18,0,0,0,15,15,667,15,635,15
FB5,MC3,2023-06-02T00:30:00Z,18,86.18,0.999,0,1.001,86.16,18,0,0,0,15,15,626,15,566,15
FB5,MC3,2023-06-02T00:45:00Z,18,86.17,1,0,0.999,86.15,18.1,0,0,0,15,15,643,15,609,15
FB5,MC3,2023-06-02T01:00:00Z,18,86.15,1.001,0,0.999,86.13,18.2,0,0,0,15,15,627,15,590,15
FB5,MC3,2023-06-02T01:15:00Z,18,86.11,1,0,1,86.09,18,0,0,0,15,15,647,15,591,15
FB5,MC3,2023-06-02T01:30:00Z,18,86.08,1.001,0,1,86.06,18,0,0,0,15,15,638,15,566,15
FB5,MC3,2023-06-02T01:45:00Z,18,86.07,0.999,0,0.999,86.05,18.1,0,0,0,15,15,652,15,594,15
FB5,MC3,2023-06-02T02:00:00Z,18,86.06,1,0,1,86.04,18,0,0,0,15,15,630,15,583,15
FB5,MC3,2023-06-02T02:15:00Z,18,86.04,1,0,0.999,86.02,18,0,0,0,15,15,607,15,583,15
FB5,MC3,2023-06-02T02:30:00Z,18,86.04,0.999,0,0.999,86.02,18,0,0,0,15,15,569,15,541,15
FB5,MC3,2023-06-02T02:45:00Z,17.9,86.03,1,0,0.999,86.02,18,0,0,0,15,15,562,15,559,15
FB5,MC3,2023-06-02T03:00:00Z,17.9,86.03,1,0,1,86.01,17.9,0,0,0,15,15,519,15,541,15
FB5,MC3,2023-06-02T03:15:00Z,17.9,86.02,1,0,1,86,18,0,0,0,15,15,495,15,536,15
FB5,MC3,2023-06-02T03:30:00Z,18,86.02,1,0,1,86,18.1,0,0,0,15,15,478,15,513,15
FB5,MC3,2023-06-02T03:45:00Z,17.9,86.01,1,0,1,85.99,18,0,0,0,15,15,464,15,505,15
FB5,MC3,2023-06-02T04:00:00Z,18,86.02,0.993,0.01,1,86,18.1,0,0,0,15,5,458,15,461,15
FB5,MC3,2023-06-02T04:15:00Z,18.1,86.03,0.981,0.04,0.995,86.01,18.2,0.01,0,0,15,0,458,0,454,15
FB5,MC3,2023-06-02T04:30:00Z,18.2,86.02,0.972,0.06,0.986,86,18.3,0.03,0,0,15,0,455,0,454,15
FB5,MC3,2023-06-02T04:45:00Z,18.3,86.02,0.967,0.07,0.98,86,18.4,0.04,0,0,15,0,454,0,454,15
FB5,MC3,2023-06-02T05:00:00Z,18.4,86.04,0.964,0.08,0.98,86.02,18.4,0.04,0,0,15,0,454,9,472,15
FB5,MC3,2023-06-02T05:15:00Z,18.2,86.05,0.973,0.06,0.987,86.03,18.4,0.03,0,0,15,0,455,14,460,15
FB5,MC3,2023-06-02T05:30:00Z,18.1,86.06,0.98,0.04,0.995,86.04,18.2,0.01,0,0,15,0,455,0,458,15
FB5,MC3,2023-06-02T05:45:00Z,18.2,86.08,0.982,0.04,0.997,86.06,18.2,0.01,7.3,4,15,0,455,0,456,15
FB5,MC3,2023-06-02T06:00:00Z,18.3,86.1,0.974,0.05,0.992,86.08,18.3,0.02,14.5,10.4,15,0,454,0,454,15
FB5,MC3,2023-06-02T06:15:00Z,18.3,86.11,0.97,0.06,0.985,86.1,18.3,0.03,21.2,15.4,15,0,455,0,454,15
FB5,MC3,2023-06-02T06:30:00Z,18.2,86.13,0.983,0.04,0.999,86.12,18.2,0,24,17,15,0,455,0,454,15
FB5,MC3,2023-06-02T06:45:00Z,18.2,86.15,0.977,0.05,0.993,86.14,18.3,0.01,17.9,12.8,15,0,454,0,456,15
FB5,MC3,2023-06-02T07:00:00Z,18.1,86.16,0.979,0.04,0.993,86.14,18.2,0.01,12.8,9.2,15,4,470,11,720,15
FB5,MC3,2023-06-02T07:15:00Z,18,86.17,0.98,0.04,0.995,86.15,18.1,0.01,9.9,7.1,15,15,567,15,695,15
FB5,MC3,2023-06-02T07:30:00Z,17.9,86.18,0.981,0.04,0.995,86.16,18,0.01,8.4,5.9,15,15,598,15,675,15
FB5,MC3,2023-06-02T07:45:00Z,17.9,86.18,0.976,0.05,0.992,86.16,18,0.02,9.3,6.6,15,15,609,15,677,15
FB5,MC3,2023-06-02T08:00:00Z,18,86.18,0.976,0.05,0.991,86.16,18.1,0.02,11.9,8.2,15,15,628,15,686,15
FB5,MC3,2023-06-02T08:15:00Z,18.2,86.19,0.976,0.05,0.991,86.17,18.2,0.02,14.5,10.1,15,15,654,15,674,15
FB5,MC3,2023-06-02T08:30:00Z,18.4,86.2,0.975,0.05,0.99,86.18,18.4,0.02,17.4,12.3,15,15,649,15,638,15
FB5,MC3,2023-06-02T08:45:00Z,18.6,86.2,0.974,0.06,0.99,86.18,18.6,0.02,22,15.4,15,15,526,15,610,15
FB5,MC3,2023-06-02T09:00:00Z,18.6,86.21,0.975,0.05,0.991,86.19,18.6,0.02,27.5,19,15,15,553,15,632,15
FB5,MC3,2023-06-02T09:15:00Z,18.7,86.2,0.976,0.05,0.993,86.18,18.7,0.02,36.4,25.5,15,15,573,15,616,15
FB5,MC3,2023-06-02T09:30:00Z,18.7,86.18,0.979,0.04,0.993,86.17,18.7,0.02,49.8,36.4,15,15,543,15,557,15
FB5,MC3,2023-06-02T09:45:00Z,18.8,86.17,0.977,0.05,0.994,86.15,18.9,0.01,72.1,54.6,15,15,522,15,513,15
FB5,MC3,2023-06-02T10:00:00Z,19.3,86.15,0.96,0.09,0.977,86.13,19.3,0.05,82.8,63.7,15,15,504,15,480,15
FB5,MC3,2023-06-02T10:15:00Z,19.6,86.14,0.943,0.13,0.959,86.12,19.7,0.09,92.3,69.4,15,15,473,15,486,15
FB5,MC3,2023-06-02T10:30:00Z,19.8,86.13,0.935,0.15,0.948,86.12,19.9,0.12,117.6,90.1,15,6,455,15,482,15
FB5,MC3,2023-06-02T10:45:00Z,19.5,86.14,0.953,0.11,0.967,86.13,19.6,0.08,152.2,137.1,15,0,453,15,478,15
FB5,MC3,2023-06-02T11:00:00Z,19.4,86.15,0.965,0.08,0.977,86.13,19.6,0.05,161.5,135.7,15,0,453,15,462,15
FB5,MC3,2023-06-02T11:15:00Z,19.6,86.14,0.964,0.08,0.978,86.12,19.7,0.05,180.5,161.9,15,0,453,0,453,15
FB5,MC3,2023-06-02T11:30:00Z,20.2,86.14,0.94,0.14,0.955,86.12,20.3,0.11,185.7,157.1,15,0,452,0,452,15
FB5,MC3,2023-06-02T11:45:00Z,20.4,86.13,0.922,0.19,0.937,86.11,20.5,0.15,200.3,171.9,15,0,451,0,452,15
FB5,MC3,2023-06-02T12:00:00Z,20.6,86.1,0.902,0.24,0.915,86.08,20.8,0.21,206.5,168.6,15,0,451,0,451,15
FB5,MC3,2023-06-02T12:15:00Z,20.7,86.08,0.904,0.23,0.919,86.06,20.8,0.2,197,159.3,15,0,451,0,451,15
FB5,MC3,2023-06-02T12:30:00Z,20.8,86.07,0.906,0.23,0.917,86.05,21,0.2,201.6,148.7,15,0,451,0,451,15
FB5,MC3,2023-06-02T12:45:00Z,20.4,86.06,0.925,0.18,0.935,86.04,20.6,0.16,201.2,144.5,15,0,451,0,452,15
FB5,MC3,2023-06-02T13:00:00Z,20.4,86.04,0.924,0.18,0.936,86.02,20.5,0.15,315.5,161.3,15,0,450,0,451,15
FB5,MC3,2023-06-02T13:15:00Z,20.3,86.03,0.934,0.16,0.943,86.01,20.5,0.14,293.7,152.5,15,0,451,0,452,15
FB5,MC3,2023-06-02T13:30:00Z,19.9,86.01,0.941,0.14,0.95,86,20.1,0.12,154.2,88.4,15,0,452,0,452,15
FB5,MC3,2023-06-02T13:45:00Z,19.6,86,0.946,0.12,0.957,85.98,19.7,0.1,136,85.3,15,0,452,0,452,15
FB5,MC3,2023-06-02T14:00:00Z,19.6,85.98,0.945,0.13,0.958,85.96,19.7,0.1,136.2,96.9,15,0,452,0,452,15
FB5,MC3,2023-06-02T14:15:00Z,19.9,85.96,0.927,0.17,0.941,85.95,20,0.14,156.7,106.8,15,0,451,0,451,15
FB5,MC3,2023-06-02T14:30:00Z,20.4,85.95,0.911,0.21,0.925,85.94,20.5,0.18,197.4,112.4,15,0,451,0,451,15
FB5,MC3,2023-06-02T14:45:00Z,20.8,85.93,0.895,0.26,0.907,85.91,20.9,0.23,280.9,118.7,13,0,450,0,450,15
FB5,MC3,2023-06-02T15:00:00Z,21.4,85.91,0.881,0.3,0.891,85.89,21.6,0.28,263.9,293.9,8,0,450,0,450,2
FB5,MC3,2023-06-02T15:15:00Z,21.8,85.9,0.851,0.39,0.861,85.88,22.1,0.37,205.6,230.5,5,0,449,0,450,9
FB5,MC3,2023-06-02T15:30:00Z,21.7,85.89,0.836,0.43,0.848,85.88,21.9,0.4,184.4,137.9,2,0,450,0,450,13
FB5,MC3,2023-06-02T15:45:00Z,21.7,85.89,0.834,0.43,0.848,85.87,21.8,0.4,135.5,155.6,3,0,450,0,449,2
FB5,MC3,2023-06-02T16:00:00Z,21.4,85.9,0.839,0.41,0.848,85.88,21.6,0.39,131.8,275.9,1,0,450,0,450,6
FB5,MC3,2023-06-02T16:15:00Z,21.2,85.9,0.871,0.32,0.882,85.89,21.4,0.3,142.6,73.8,11,0,451,0,450,15
FB5,MC3,2023-06-02T16:30:00Z,21.1,85.91,0.876,0.31,0.889,85.9,21.2,0.28,76.4,88.6,15,0,451,0,451,15
FB5,MC3,2023-06-02T16:45:00Z,20.5,85.92,0.913,0.21,0.925,85.91,20.6,0.18,35.3,56.8,15,0,452,0,451,15
FB5,MC3,2023-06-02T17:00:00Z,20.1,85.93,0.937,0.15,0.947,85.91,20.2,0.12,55.3,110.8,15,0,452,0,451,15
FB5,MC3,2023-06-02T17:15:00Z,20.1,85.93,0.927,0.17,0.938,85.91,20.3,0.15,92.5,60.8,15,0,451,0,451,15
FB5,MC3,2023-06-02T17:30:00Z,20.2,85.93,0.898,0.24,0.908,85.91,20.5,0.22,60.1,37,15,0,451,0,451,15
FB5,MC3,2023-06-02T17:45:00Z,20.1,85.95,0.89,0.26,0.902,85.94,20.2,0.23,26.6,16.8,15,0,451,0,451,15
FB5,MC3,2023-06-02T18:00:00Z,19.9,85.96,0.893,0.25,0.906,85.95,20,0.22,8.6,4.8,15,0,451,0,451,15
FB5,MC3,2023-06-02T18:15:00Z,19.8,85.98,0.893,0.25,0.908,85.97,19.8,0.21,0,0,15,0,451,0,451,15
FB5,MC3,2023-06-02T18:30:00Z,19.6,85.99,0.887,0.26,0.902,85.97,19.6,0.22,0,0,15,0,451,0,451,15
FB5,MC3,2023-06-02T18:45:00Z,19.6,86.01,0.865,0.31,0.88,86,19.6,0.27,0,0,15,0,451,0,451,15
FB5,MC3,2023-06-02T19:00:00Z,19.4,86.03,0.865,0.3,0.88,86.01,19.4,0.27,0,0,15,0,451,0,451,15
