Tree,MC,Timestamp,Port3_Atmos_pressure,Port3_VPD,Port3_RH,Port3_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port5_Temp,Port2_Wind_direction,Port2_Wind_speed,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LW_minutes_H,Port4_LWS_Count,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
FB7,MC1,2023-05-31T21:15:00Z,86.44,0.09,0.957,18,NA,NA,NA,NA,145,0.52,18,1.2,-0.8,1.5,0,0,450,5,0,15,455
FB7,MC1,2023-05-31T21:30:00Z,86.45,0.07,0.964,18,NA,NA,NA,NA,144,0.58,18,1.2,-0.9,1.26,0,0,449,2,0,15,453
FB7,MC1,2023-05-31T21:45:00Z,86.47,0.05,0.973,18,NA,NA,NA,NA,144,0.51,18,1.1,-0.8,0.93,0,0,453,1,0,15,457
FB7,MC1,2023-05-31T22:00:00Z,86.46,0.04,0.979,18,NA,NA,NA,NA,143,0.5,18,1.2,-0.9,0.98,0,12,476,15,15,15,488
FB7,MC1,2023-05-31T22:15:00Z,86.46,0.03,0.984,17.9,NA,NA,NA,NA,144,0.55,17.8,1.2,-0.9,0.91,0,15,667,15,15,15,693
FB7,MC1,2023-05-31T22:30:00Z,86.47,0,0.998,17.8,NA,NA,NA,NA,150,0.52,17.8,1.3,-0.9,0.99,0,15,660,15,15,15,695
FB7,MC1,2023-05-31T22:45:00Z,86.47,0,1.001,17.8,NA,NA,NA,NA,146,0.51,17.8,1.3,-0.9,0.96,0,15,751,15,15,15,803
FB7,MC1,2023-05-31T23:00:00Z,86.45,0,0.999,17.7,NA,NA,NA,NA,134,0.43,17.7,1.3,-0.9,0.73,0,15,639,15,15,15,702
FB7,MC1,2023-05-31T23:15:00Z,86.45,0,0.999,17.7,NA,NA,NA,NA,136,0.38,17.7,1.4,-0.9,0.8,0,15,746,15,15,15,779
FB7,MC1,2023-05-31T23:30:00Z,86.44,0,1,17.8,NA,NA,NA,NA,138,0.5,17.8,1.4,-0.9,1.82,0,15,639,15,15,15,695
FB7,MC1,2023-05-31T23:45:00Z,86.43,0,1,17.8,NA,NA,NA,NA,150,0.51,17.9,1.4,-1,1.03,0,15,609,15,15,15,697
FB7,MC1,2023-06-01T00:00:00Z,86.42,0,1.001,17.8,NA,NA,NA,NA,156,0.58,17.8,1.3,-0.9,1.38,0,15,566,15,15,15,683
FB7,MC1,2023-06-01T00:15:00Z,86.4,0,0.999,17.8,NA,NA,NA,NA,163,0.67,17.8,1.3,-0.9,1.99,0,15,542,15,15,15,687
FB7,MC1,2023-06-01T00:30:00Z,86.38,0,0.999,17.8,NA,NA,NA,NA,166,0.71,17.8,1.3,-0.9,2.92,0,15,536,15,15,15,657
FB7,MC1,2023-06-01T00:45:00Z,86.35,0,1,17.6,NA,NA,NA,NA,157,0.71,17.6,1.4,-0.9,1.8,0,15,550,15,15,15,677
FB7,MC1,2023-06-01T01:00:00Z,86.35,0,0.999,17.8,NA,NA,NA,NA,150,0.67,17.8,1.3,-0.9,1.81,0,15,547,15,15,15,687
FB7,MC1,2023-06-01T01:15:00Z,86.32,0,0.999,17.8,NA,NA,NA,NA,150,0.52,17.8,1.4,-0.9,1.11,0,15,538,15,15,15,674
FB7,MC1,2023-06-01T01:30:00Z,86.28,0,1,17.7,NA,NA,NA,NA,151,0.6,17.8,1.4,-0.9,1.7,0,15,541,15,15,15,664
FB7,MC1,2023-06-01T01:45:00Z,86.25,0,1,17.6,NA,NA,NA,NA,152,0.57,17.6,1.3,-0.9,1.43,0,15,514,15,15,15,635
FB7,MC1,2023-06-01T02:00:00Z,86.23,0,1,17.4,NA,NA,NA,NA,152,0.64,17.5,1.4,-0.9,1.7,0,15,511,15,15,15,625
FB7,MC1,2023-06-01T02:15:00Z,86.23,0,1,17.4,NA,NA,NA,NA,149,0.55,17.4,1.3,-0.9,1.63,0,15,510,15,15,15,614
FB7,MC1,2023-06-01T02:30:00Z,86.21,0,1,17.4,NA,NA,NA,NA,146,0.55,17.4,1.3,-0.9,1.05,0,15,540,15,15,15,663
FB7,MC1,2023-06-01T02:45:00Z,86.21,0,1,17.2,NA,NA,NA,NA,144,0.57,17.2,1.3,-0.9,1.11,0,15,559,15,15,15,704
FB7,MC1,2023-06-01T03:00:00Z,86.19,0,1,17.2,NA,NA,NA,NA,143,0.58,17.2,1.3,-1,1.27,0,15,541,15,15,15,668
FB7,MC1,2023-06-01T03:15:00Z,86.18,0,0.998,17.1,NA,NA,NA,NA,150,0.62,17.1,1.3,-0.9,1.46,0,15,535,15,15,15,649
FB7,MC1,2023-06-01T03:30:00Z,86.18,0,1,17.1,NA,NA,NA,NA,150,0.64,17.2,1.3,-0.9,1.42,0,15,533,15,15,15,642
FB7,MC1,2023-06-01T03:45:00Z,86.18,0,1,17.2,NA,NA,NA,NA,153,0.68,17.2,1.3,-0.9,1.46,0,15,522,15,15,15,626
FB7,MC1,2023-06-01T04:00:00Z,86.18,0,1,17.3,NA,NA,NA,NA,152,0.59,17.3,1.3,-1,1.45,0,15,516,15,15,15,616
FB7,MC1,2023-06-01T04:15:00Z,86.19,0,1,17.3,NA,NA,NA,NA,149,0.54,17.4,1.3,-0.9,1.17,0,15,513,15,15,15,612
FB7,MC1,2023-06-01T04:30:00Z,86.2,0,1,17.3,NA,NA,NA,NA,142,0.5,17.4,1.3,-0.9,1.23,0,15,512,15,15,15,600
FB7,MC1,2023-06-01T04:45:00Z,86.21,0,1,17.3,NA,NA,NA,NA,151,0.61,17.4,1.4,-0.9,1.13,0,15,510,15,15,15,585
FB7,MC1,2023-06-01T05:00:00Z,86.22,0,1.001,17.5,NA,NA,NA,NA,160,0.56,17.8,1.3,-1,1.18,0,15,465,15,15,15,568
FB7,MC1,2023-06-01T05:15:00Z,86.24,0.01,0.996,17.8,NA,NA,NA,NA,153,0.64,18.1,1.3,-0.9,1.42,0,15,461,15,15,15,557
FB7,MC1,2023-06-01T05:30:00Z,86.25,0.14,0.932,18.2,NA,NA,NA,NA,145,0.79,18.3,1.4,-0.9,1.8,0,3,457,15,15,15,544
FB7,MC1,2023-06-01T05:45:00Z,86.27,0.24,0.889,18.6,NA,NA,NA,NA,153,0.75,18.5,1.3,-0.9,2.2,5.5,0,455,15,15,15,533
FB7,MC1,2023-06-01T06:00:00Z,86.29,0.26,0.881,18.7,NA,NA,NA,NA,158,0.69,18.6,1.3,-0.9,1.44,13.4,0,453,15,15,15,523
FB7,MC1,2023-06-01T06:15:00Z,86.31,0.27,0.876,18.9,NA,NA,NA,NA,153,0.64,18.7,1.3,-0.9,1.41,21.6,0,450,14,15,15,511
FB7,MC1,2023-06-01T06:30:00Z,86.34,0.24,0.891,18.7,NA,NA,NA,NA,155,0.66,18.5,1.3,-0.9,1.18,23.1,0,450,7,15,15,501
FB7,MC1,2023-06-01T06:45:00Z,86.34,0.22,0.896,18.7,NA,NA,NA,NA,156,0.59,18.6,1.3,-0.9,1.04,29.8,0,449,0,15,15,490
FB7,MC1,2023-06-01T07:00:00Z,86.36,0.22,0.899,18.8,NA,NA,NA,NA,158,0.53,18.6,1.3,-1,1.22,40.5,0,448,0,15,15,478
FB7,MC1,2023-06-01T07:15:00Z,86.38,0.21,0.902,19,NA,NA,NA,NA,155,0.43,18.7,1.3,-0.9,1.04,65.4,0,448,0,15,15,466
FB7,MC1,2023-06-01T07:30:00Z,86.39,0.2,0.91,19.1,NA,NA,NA,NA,163,0.48,18.9,1.3,-0.9,1.26,109.3,0,447,0,5,15,453
FB7,MC1,2023-06-01T07:45:00Z,86.41,0.22,0.904,19.5,NA,NA,NA,NA,149,0.64,19.3,1.3,-0.9,1.52,130.4,0,447,0,0,15,454
FB7,MC1,2023-06-01T08:00:00Z,86.42,0.23,0.902,19.9,NA,NA,NA,NA,148,0.61,19.6,1.3,-0.8,1.57,306.3,0,446,8,0,15,450
FB7,MC1,2023-06-01T08:15:00Z,86.43,0.26,0.891,20,NA,NA,NA,NA,157,0.7,19.7,1.3,-0.8,1.55,208.6,0,446,0,0,11,451
FB7,MC1,2023-06-01T08:30:00Z,86.46,0.23,0.901,20.1,NA,NA,NA,NA,150,0.49,20,1.3,-0.8,1.27,178.9,0,446,0,0,15,451
FB7,MC1,2023-06-01T08:45:00Z,86.46,0.26,0.894,20.5,NA,NA,NA,NA,150,0.42,20.3,1.3,-0.8,0.98,165.3,0,445,0,0,15,450
FB7,MC1,2023-06-01T09:00:00Z,86.47,0.28,0.886,20.9,NA,NA,NA,NA,133,0.38,20.7,1.3,-0.8,0.93,188.8,0,445,0,0,15,450
FB7,MC1,2023-06-01T09:15:00Z,86.47,0.34,0.863,21.2,NA,NA,NA,NA,140,0.54,21,1.3,-0.7,1.45,224.7,0,445,0,0,10,450
FB7,MC1,2023-06-01T09:30:00Z,86.46,0.34,0.869,21.6,NA,NA,NA,NA,130,0.38,21.6,1.3,-0.7,1.05,326.3,0,444,0,0,1,448
FB7,MC1,2023-06-01T09:45:00Z,86.45,0.44,0.834,22,NA,NA,NA,NA,150,0.6,21.8,1.3,-0.7,1.6,302.1,0,444,0,0,0,449
FB7,MC1,2023-06-01T10:00:00Z,86.44,0.43,0.839,22.3,NA,NA,NA,NA,149,0.43,22.4,1.3,-0.7,1.02,627.1,0,440,0,0,0,448
FB7,MC1,2023-06-01T10:15:00Z,86.44,0.5,0.819,22.8,NA,NA,NA,NA,150,0.53,22.5,1.3,-0.7,1.21,383.4,0,442,0,0,0,448
FB7,MC1,2023-06-01T10:30:00Z,86.43,0.48,0.828,22.8,NA,NA,NA,NA,150,0.44,22.6,1.3,-0.7,1.09,247.9,0,443,0,0,0,449
FB7,MC1,2023-06-01T10:45:00Z,86.42,0.47,0.832,23.1,NA,NA,NA,NA,168,0.41,23.1,1.4,-0.6,0.96,433.2,0,440,0,0,0,447
FB7,MC1,2023-06-01T11:00:00Z,86.41,0.57,0.805,23.7,NA,NA,NA,NA,178,0.54,23.4,1.3,-0.6,1.38,399,0,442,0,0,0,448
FB7,MC1,2023-06-01T11:15:00Z,86.39,0.64,0.788,24.2,NA,NA,NA,NA,227,0.75,23.9,1.3,-0.6,2.4,624.2,0,441,0,0,0,446
FB7,MC1,2023-06-01T11:30:00Z,86.38,0.64,0.783,23.7,NA,NA,NA,NA,247,0.75,23,1.3,-0.7,1.86,258.9,0,442,0,0,0,448
FB7,MC1,2023-06-01T11:45:00Z,86.38,0.52,0.818,23.2,NA,NA,NA,NA,245,0.88,22.6,1.3,-0.7,3,121.4,0,445,0,0,0,450
FB7,MC1,2023-06-01T12:00:00Z,86.36,0.34,0.873,22.4,NA,NA,NA,NA,203,0.41,22.8,1.3,-0.7,1.31,207.6,0,444,0,0,9,449
FB7,MC1,2023-06-01T12:15:00Z,86.34,0.43,0.85,23.2,NA,NA,NA,NA,241,0.49,23.1,1.3,-0.7,1.46,202,0,445,0,0,1,450
FB7,MC1,2023-06-01T12:30:00Z,86.32,0.38,0.865,22.8,NA,NA,NA,NA,357,0.54,23,1.4,-0.7,2.99,235.5,0,444,0,0,3,449
FB7,MC1,2023-06-01T12:45:00Z,86.31,0.32,0.881,22.6,NA,NA,NA,NA,194,0.4,22.8,1.3,-0.6,1,121.2,0,445,0,0,11,450
FB7,MC1,2023-06-01T13:00:00Z,86.29,0.37,0.866,22.6,NA,NA,NA,NA,187,0.49,22.8,1.3,-0.7,1.09,202,0,444,0,0,14,450
FB7,MC1,2023-06-01T13:15:00Z,86.28,0.42,0.85,22.8,NA,NA,NA,NA,157,0.48,23.1,1.3,-0.7,1.19,156.6,0,444,0,0,0,450
FB7,MC1,2023-06-01T13:30:00Z,86.28,0.4,0.852,22.5,NA,NA,NA,NA,164,0.55,22.7,1.3,-0.6,1.29,146.3,0,445,0,0,9,450
FB7,MC1,2023-06-01T13:45:00Z,86.26,0.36,0.872,22.9,NA,NA,NA,NA,213,0.74,23.1,1.2,-0.7,1.49,254.5,0,444,0,0,5,449
FB7,MC1,2023-06-01T14:00:00Z,86.25,0.36,0.868,22.6,NA,NA,NA,NA,170,0.7,22.3,1.3,-0.7,1.37,69.9,2,480,6,5,10,604
FB7,MC1,2023-06-01T14:15:00Z,86.26,0.16,0.933,20.7,NA,NA,NA,NA,148,0.71,20.8,1.4,-0.9,1.32,35.9,15,614,15,15,15,893
FB7,MC1,2023-06-01T14:30:00Z,86.26,0.05,0.979,19.9,NA,NA,NA,NA,151,0.53,20.2,1.3,-0.9,1.12,28.6,15,578,15,15,15,748
FB7,MC1,2023-06-01T14:45:00Z,86.23,0.01,0.995,19.6,NA,NA,NA,NA,145,0.71,19.8,1.4,-0.9,1.36,111.7,15,552,15,15,15,634
FB7,MC1,2023-06-01T15:00:00Z,86.19,0,0.999,19.9,NA,NA,NA,NA,155,0.55,20.1,1.3,-0.9,1.3,156.9,15,472,15,15,15,575
FB7,MC1,2023-06-01T15:15:00Z,86.21,0,0.999,20.5,NA,NA,NA,NA,142,0.49,20.6,1.3,-0.9,1.18,167.7,15,463,15,15,15,547
FB7,MC1,2023-06-01T15:30:00Z,86.2,0.02,0.991,20.7,NA,NA,NA,NA,146,0.59,20.7,1.3,-0.9,1.35,128.2,15,462,15,15,15,531
FB7,MC1,2023-06-01T15:45:00Z,86.2,0.05,0.979,20.5,NA,NA,NA,NA,157,0.43,20.5,1.4,-0.9,1.6,101.8,15,462,15,15,15,520
FB7,MC1,2023-06-01T16:00:00Z,86.21,0.05,0.977,20.4,NA,NA,NA,NA,115,0.51,20.4,1.4,-0.9,1.38,82.4,15,463,15,15,15,510
FB7,MC1,2023-06-01T16:15:00Z,86.2,0.05,0.978,20.4,NA,NA,NA,NA,134,0.46,20.3,1.4,-0.9,0.92,54,15,637,15,15,15,800
FB7,MC1,2023-06-01T16:30:00Z,86.21,0.03,0.986,19.7,NA,NA,NA,NA,134,0.55,19.5,1.4,-0.9,1.21,22.3,15,620,15,15,15,711
FB7,MC1,2023-06-01T16:45:00Z,86.2,0.01,0.996,19.2,NA,NA,NA,NA,146,0.52,19.1,1.3,-0.9,1.17,31.1,15,560,15,15,15,670
FB7,MC1,2023-06-01T17:00:00Z,86.18,0,1,19,NA,NA,NA,NA,152,0.65,19,1.3,-0.9,1.45,39,15,532,15,15,15,643
FB7,MC1,2023-06-01T17:15:00Z,86.18,0,1,19,NA,NA,NA,NA,151,0.7,19,1.3,-0.9,1.77,24.7,15,520,15,15,15,639
FB7,MC1,2023-06-01T17:30:00Z,86.19,0,0.999,19,NA,NA,NA,NA,150,0.68,19,1.4,-0.9,1.25,14.5,15,508,15,15,15,615
FB7,MC1,2023-06-01T17:45:00Z,86.23,0,1,18.9,NA,NA,NA,NA,147,0.48,19,1.4,-0.9,0.93,7,15,504,15,15,15,665
FB7,MC1,2023-06-01T18:00:00Z,86.25,0,1,19,NA,NA,NA,NA,153,0.55,19,1.3,-0.9,1.01,0,15,501,15,15,15,632
FB7,MC1,2023-06-01T18:15:00Z,86.25,0,1.001,18.8,NA,NA,NA,NA,149,0.53,18.8,1.4,-0.9,1.15,0,15,500,15,15,15,632
FB7,MC1,2023-06-01T18:30:00Z,86.25,0,1,18.6,NA,NA,NA,NA,156,0.6,18.6,1.3,-1,1.33,0,15,500,15,15,15,619
FB7,MC1,2023-06-01T18:45:00Z,86.26,0,1,18.7,NA,NA,NA,NA,151,0.69,18.7,1.3,-0.9,1.51,0,15,500,15,15,15,635
FB7,MC1,2023-06-01T19:00:00Z,86.29,0,1,18.7,NA,NA,NA,NA,157,0.75,18.7,1.3,-1,1.44,0,15,499,15,15,15,638
FB7,MC1,2023-06-01T19:15:00Z,86.32,0,1,18.5,NA,NA,NA,NA,157,0.71,18.6,1.4,-0.9,1.54,0,15,500,15,15,15,619
FB7,MC1,2023-06-01T19:30:00Z,86.33,0,1,18.5,NA,NA,NA,NA,159,0.71,18.6,1.3,-0.9,1.48,0,15,497,15,15,15,624
FB7,MC1,2023-06-01T19:45:00Z,86.33,0,1.001,18.7,NA,NA,NA,NA,160,0.72,18.7,1.3,-1,1.84,0,15,502,15,15,15,634
FB7,MC1,2023-06-01T20:00:00Z,86.35,0,0.999,18.8,NA,NA,NA,NA,159,0.62,18.8,1.3,-0.9,1.33,0,15,507,15,15,15,643
FB7,MC1,2023-06-01T20:15:00Z,86.34,0,1,18.8,NA,NA,NA,NA,153,0.63,18.8,1.4,-0.9,1.71,0,15,535,15,15,15,676
FB7,MC1,2023-06-01T20:30:00Z,86.37,0,1,18.7,NA,NA,NA,NA,157,0.61,18.7,1.4,-0.9,1.39,0,15,542,15,15,15,675
FB7,MC1,2023-06-01T20:45:00Z,86.39,0,0.999,18.7,NA,NA,NA,NA,155,0.6,18.7,1.3,-0.9,1.46,0,15,565,15,15,15,721
FB7,MC1,2023-06-01T21:00:00Z,86.39,0,1,18.7,NA,NA,NA,NA,155,0.58,18.7,1.3,-0.9,1.67,0,15,570,15,15,15,678
FB7,MC1,2023-06-01T21:15:00Z,86.38,0,1,18.6,NA,NA,NA,NA,159,0.56,18.7,1.4,-0.9,1.54,0,15,571,15,15,15,768
FB7,MC1,2023-06-01T21:30:00Z,86.4,0,1,18.8,NA,NA,NA,NA,146,0.6,18.8,1.3,-0.9,1.49,0,15,615,15,15,15,746
FB7,MC1,2023-06-01T21:45:00Z,86.41,0,0.999,18.6,NA,NA,NA,NA,150,0.62,18.6,1.3,-1,1.32,0,15,655,15,15,15,868
FB7,MC1,2023-06-01T22:00:00Z,86.42,0,1,18.5,NA,NA,NA,NA,161,0.68,18.5,1.4,-0.9,1.99,0,15,570,15,15,15,623
FB7,MC1,2023-06-01T22:15:00Z,86.43,0,1.001,18.3,NA,NA,NA,NA,165,0.58,18.3,1.4,-0.8,1.85,0,15,537,15,15,15,611
FB7,MC1,2023-06-01T22:30:00Z,86.43,0,1,18.3,NA,NA,NA,NA,162,0.59,18.3,1.3,-1,2.36,0,15,525,15,15,15,606
FB7,MC1,2023-06-01T22:45:00Z,86.41,0,1,18.3,NA,NA,NA,NA,163,0.68,18.4,1.4,-0.9,1.74,0,15,541,15,15,15,635
FB7,MC1,2023-06-01T23:00:00Z,86.4,0,1.001,18.3,NA,NA,NA,NA,166,0.67,18.4,1.4,-0.9,1.83,0,15,539,15,15,15,652
FB7,MC1,2023-06-01T23:15:00Z,86.39,0,1.002,18.4,NA,NA,NA,NA,165,0.75,18.5,1.4,-0.9,2.11,0,15,535,15,15,15,673
FB7,MC1,2023-06-01T23:30:00Z,86.37,0,1,18.3,NA,NA,NA,NA,166,0.87,18.3,1.4,-0.9,2.2,0,15,538,15,15,15,639
FB7,MC1,2023-06-01T23:45:00Z,86.37,0,1,18.1,NA,NA,NA,NA,166,0.78,18.1,1.4,-0.9,2.58,0,15,518,15,15,15,620
FB7,MC1,2023-06-02T00:00:00Z,86.37,0,1.001,17.9,NA,NA,NA,NA,157,0.69,17.9,1.3,-0.9,1.62,0,15,514,15,15,15,572
FB7,MC1,2023-06-02T00:15:00Z,86.36,0,1,18,NA,NA,NA,NA,163,0.68,18.1,1.4,-0.9,1.46,0,15,516,15,15,15,565
FB7,MC1,2023-06-02T00:30:00Z,86.34,0,1,18.1,NA,NA,NA,NA,160,0.78,18.2,1.4,-0.9,2.07,0,15,512,15,15,15,559
FB7,MC1,2023-06-02T00:45:00Z,86.32,0,1,18.2,NA,NA,NA,NA,160,0.73,18.3,1.4,-0.9,1.8,0,15,512,15,15,15,577
FB7,MC1,2023-06-02T01:00:00Z,86.31,0,1,18.2,NA,NA,NA,NA,158,0.74,18.3,1.4,-0.9,2.19,0,15,511,15,15,15,568
FB7,MC1,2023-06-02T01:15:00Z,86.27,0,1,18.2,NA,NA,NA,NA,157,0.82,18.2,1.4,-0.9,1.97,0,15,513,15,15,15,565
FB7,MC1,2023-06-02T01:30:00Z,86.24,0,1,18.1,NA,NA,NA,NA,156,0.69,18.2,1.3,-1,1.58,0,15,511,15,15,15,563
FB7,MC1,2023-06-02T01:45:00Z,86.23,0,1.001,18.2,NA,NA,NA,NA,158,0.75,18.2,1.3,-1,1.72,0,15,512,15,15,15,562
FB7,MC1,2023-06-02T02:00:00Z,86.21,0,1.001,18.2,NA,NA,NA,NA,157,0.68,18.2,1.4,-0.9,1.55,0,15,511,15,15,15,561
FB7,MC1,2023-06-02T02:15:00Z,86.19,0,1,18.1,NA,NA,NA,NA,157,0.69,18.1,1.3,-0.9,1.88,0,15,512,15,15,15,559
FB7,MC1,2023-06-02T02:30:00Z,86.19,0,1.001,18.1,NA,NA,NA,NA,159,0.67,18.1,1.3,-0.9,1.79,0,15,514,15,15,15,561
FB7,MC1,2023-06-02T02:45:00Z,86.19,0,0.999,18.1,NA,NA,NA,NA,156,0.7,18.1,1.3,-1,1.46,0,15,513,15,15,15,554
FB7,MC1,2023-06-02T03:00:00Z,86.18,0,0.999,18,NA,NA,NA,NA,159,0.64,18,1.4,-0.9,1.32,0,15,514,15,15,15,550
FB7,MC1,2023-06-02T03:15:00Z,86.17,0,1,17.9,NA,NA,NA,NA,153,0.58,17.9,1.4,-1,1.03,0,15,515,15,15,15,543
FB7,MC1,2023-06-02T03:30:00Z,86.18,0,1,17.8,NA,NA,NA,NA,156,0.73,17.9,1.3,-0.9,1.65,0,15,511,15,15,15,533
FB7,MC1,2023-06-02T03:45:00Z,86.17,0,1.001,17.8,NA,NA,NA,NA,153,0.65,17.8,1.3,-0.9,1.27,0,15,508,15,15,15,523
FB7,MC1,2023-06-02T04:00:00Z,86.18,0,0.999,17.8,NA,NA,NA,NA,157,0.59,17.8,1.2,-0.9,1.35,0,15,503,15,15,15,511
FB7,MC1,2023-06-02T04:15:00Z,86.19,0,1,17.7,NA,NA,NA,NA,156,0.61,17.7,1.3,-0.9,1.12,0,15,496,15,15,15,500
FB7,MC1,2023-06-02T04:30:00Z,86.18,0,0.999,17.7,NA,NA,NA,NA,156,0.7,17.8,1.3,-0.9,1.31,0,15,491,15,15,15,490
FB7,MC1,2023-06-02T04:45:00Z,86.18,0,0.999,17.7,NA,NA,NA,NA,151,0.53,17.8,1.3,-0.9,1.31,0,15,489,15,15,15,484
FB7,MC1,2023-06-02T05:00:00Z,86.2,0,0.999,17.8,NA,NA,NA,NA,155,0.67,17.9,1.3,-1,1.51,0,15,513,15,15,15,498
FB7,MC1,2023-06-02T05:15:00Z,86.21,0,1,17.9,NA,NA,NA,NA,155,0.55,18,1.4,-1,1.54,0,15,504,15,15,15,492
FB7,MC1,2023-06-02T05:30:00Z,86.21,0,1,17.9,NA,NA,NA,NA,156,0.56,18,1.3,-0.9,1.41,0,15,500,15,15,15,489
FB7,MC1,2023-06-02T05:45:00Z,86.23,0,1,17.9,NA,NA,NA,NA,152,0.6,18,1.3,-0.9,1.29,7.7,15,496,15,15,15,487
FB7,MC1,2023-06-02T06:00:00Z,86.25,0,1,18,NA,NA,NA,NA,153,0.63,18.1,1.3,-0.9,1.18,14.5,15,487,15,15,15,482
FB7,MC1,2023-06-02T06:15:00Z,86.27,0,1.001,18,NA,NA,NA,NA,151,0.66,18.2,1.3,-0.9,1.59,22.9,15,475,15,15,15,478
FB7,MC1,2023-06-02T06:30:00Z,86.29,0,1,18.1,NA,NA,NA,NA,154,0.69,18.2,1.4,-0.9,1.64,29.5,15,469,15,15,15,475
FB7,MC1,2023-06-02T06:45:00Z,86.31,0,1.001,18.1,NA,NA,NA,NA,157,0.73,18.2,1.3,-0.9,1.48,22,15,466,15,15,15,472
FB7,MC1,2023-06-02T07:00:00Z,86.31,0,1.001,18.1,NA,NA,NA,NA,149,0.52,18.2,1.3,-1,1.27,15,15,511,15,15,15,570
FB7,MC1,2023-06-02T07:15:00Z,86.32,0,0.999,18,NA,NA,NA,NA,152,0.69,18,1.3,-0.9,1.58,11.5,15,578,15,15,15,713
FB7,MC1,2023-06-02T07:30:00Z,86.33,0,0.999,17.9,NA,NA,NA,NA,147,0.55,17.9,1.4,-0.9,1.07,9.3,15,595,15,15,15,729
FB7,MC1,2023-06-02T07:45:00Z,86.33,0,1,17.7,NA,NA,NA,NA,156,0.7,17.8,1.3,-1,1.21,10.1,15,614,15,15,15,828
FB7,MC1,2023-06-02T08:00:00Z,86.33,0,1.001,17.7,NA,NA,NA,NA,166,0.58,17.8,1.3,-0.9,0.99,13.2,15,582,15,15,15,669
FB7,MC1,2023-06-02T08:15:00Z,86.34,0,1,17.8,NA,NA,NA,NA,159,0.66,18,1.3,-0.9,1.04,17,15,594,15,15,15,734
FB7,MC1,2023-06-02T08:30:00Z,86.35,0,1,18,NA,NA,NA,NA,151,0.67,18.1,1.3,-0.9,1.1,20.5,15,664,15,15,15,723
FB7,MC1,2023-06-02T08:45:00Z,86.35,0,1,18.2,NA,NA,NA,NA,154,0.69,18.3,1.3,-0.9,1.37,26.4,15,677,15,15,15,748
FB7,MC1,2023-06-02T09:00:00Z,86.36,0,1,18.3,NA,NA,NA,NA,154,0.71,18.4,1.3,-0.9,1.2,33.1,15,771,15,15,15,707
FB7,MC1,2023-06-02T09:15:00Z,86.35,0,1,18.4,NA,NA,NA,NA,149,0.53,18.5,1.4,-0.9,0.98,44.5,15,626,15,15,15,688
FB7,MC1,2023-06-02T09:30:00Z,86.33,0,1.001,18.5,NA,NA,NA,NA,151,0.47,18.6,1.4,-0.9,1.07,60.6,15,616,15,15,15,626
FB7,MC1,2023-06-02T09:45:00Z,86.32,0,1,18.8,NA,NA,NA,NA,156,0.56,18.8,1.3,-1,0.92,94.3,15,559,15,15,15,599
