Tree,MC,Timestamp,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port5_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET5,MC1,2023-05-31T22:15:00Z,0.16,19.2,87.88,0.929,87.88,0.21,19.3,0.905,0,0,555,15,15,615,15,15
ET5,MC1,2023-05-31T22:30:00Z,0.13,19.2,87.88,0.94,87.88,0.19,19.2,0.917,0,0,497,15,15,544,15,15
ET5,MC1,2023-05-31T22:45:00Z,0.15,19.4,87.88,0.932,87.88,0.2,19.4,0.911,0,0,780,15,15,810,15,15
ET5,MC1,2023-05-31T23:00:00Z,0.07,18.7,87.87,0.967,87.87,0.12,18.7,0.942,0,0,647,15,15,699,15,15
ET5,MC1,2023-05-31T23:15:00Z,0.04,18.6,87.87,0.981,87.87,0.1,18.6,0.952,0,0,605,15,15,629,15,15
ET5,MC1,2023-05-31T23:30:00Z,0.03,18.7,87.86,0.987,87.86,0.09,18.7,0.959,0,0,639,15,15,619,15,15
ET5,MC1,2023-05-31T23:45:00Z,0.02,18.7,87.85,0.992,87.84,0.08,18.8,0.961,0,0,680,15,15,652,15,15
ET5,MC1,2023-06-01T00:00:00Z,0.02,18.8,87.84,0.989,87.84,0.09,18.9,0.959,0,0,556,15,15,538,15,15
ET5,MC1,2023-06-01T00:15:00Z,0.03,18.9,87.83,0.985,87.82,0.1,18.9,0.955,0,0,535,15,15,500,15,15
ET5,MC1,2023-06-01T00:30:00Z,0.05,19,87.8,0.979,87.8,0.11,19,0.951,0,0,520,15,15,502,15,15
ET5,MC1,2023-06-01T00:45:00Z,0.06,19,87.78,0.971,87.77,0.12,19,0.945,0,0,516,15,15,572,15,15
ET5,MC1,2023-06-01T01:00:00Z,0.06,19,87.77,0.972,87.77,0.12,19,0.945,0,0,508,15,15,568,15,15
ET5,MC1,2023-06-01T01:15:00Z,0.03,18.8,87.74,0.988,87.73,0.09,18.9,0.958,0,0,542,15,15,542,15,15
ET5,MC1,2023-06-01T01:30:00Z,0.03,18.9,87.7,0.987,87.7,0.09,18.9,0.958,0,0,510,15,15,473,15,15
ET5,MC1,2023-06-01T01:45:00Z,0.05,18.9,87.67,0.975,87.66,0.11,18.8,0.949,0,0,495,15,15,465,15,15
ET5,MC1,2023-06-01T02:00:00Z,0.09,18.9,87.65,0.957,87.65,0.15,18.9,0.931,0,0,490,15,15,462,15,14
ET5,MC1,2023-06-01T02:15:00Z,0.09,18.8,87.65,0.96,87.64,0.15,18.8,0.933,0,0,483,15,15,456,15,3
ET5,MC1,2023-06-01T02:30:00Z,0.06,18.6,87.63,0.973,87.63,0.12,18.6,0.946,0,0,542,15,15,597,15,10
ET5,MC1,2023-06-01T02:45:00Z,0.1,18.8,87.63,0.956,87.62,0.15,18.8,0.932,0,0,543,15,15,539,15,15
ET5,MC1,2023-06-01T03:00:00Z,0.1,18.8,87.61,0.954,87.6,0.15,18.7,0.93,0,0,513,15,15,510,15,15
ET5,MC1,2023-06-01T03:15:00Z,0.12,18.9,87.59,0.944,87.59,0.17,18.9,0.92,0,0,487,15,15,491,15,15
ET5,MC1,2023-06-01T03:30:00Z,0.14,19.1,87.59,0.936,87.59,0.19,19.1,0.914,0,0,477,15,15,500,15,15
ET5,MC1,2023-06-01T03:45:00Z,0.13,19.1,87.59,0.939,87.59,0.19,19.1,0.916,0,0,460,14,15,478,15,15
ET5,MC1,2023-06-01T04:00:00Z,0.15,19.3,87.59,0.934,87.59,0.2,19.3,0.911,0,0,452,0,15,470,15,15
ET5,MC1,2023-06-01T04:15:00Z,0.15,19.4,87.6,0.934,87.6,0.2,19.4,0.91,0,0,452,0,15,459,15,14
ET5,MC1,2023-06-01T04:30:00Z,0.14,19.4,87.6,0.936,87.6,0.2,19.4,0.911,0,0,452,0,15,458,15,11
ET5,MC1,2023-06-01T04:45:00Z,0.21,19.7,87.61,0.909,87.6,0.27,19.8,0.884,0,0,451,0,15,455,15,1
ET5,MC1,2023-06-01T05:00:00Z,0.34,20.4,87.62,0.856,87.62,0.4,20.5,0.834,0,0,450,0,14,450,15,0
ET5,MC1,2023-06-01T05:15:00Z,0.43,20.6,87.63,0.821,87.63,0.47,20.6,0.805,0,0,449,0,5,449,3,0
ET5,MC1,2023-06-01T05:30:00Z,0.55,21,87.65,0.781,87.65,0.58,21.1,0.768,0,0.4,449,0,0,449,0,0
ET5,MC1,2023-06-01T05:45:00Z,0.58,21.1,87.67,0.768,87.67,0.61,21.2,0.756,7.7,8.1,449,0,0,449,0,0
ET5,MC1,2023-06-01T06:00:00Z,0.6,21.2,87.69,0.763,87.69,0.63,21.2,0.751,17.2,17.6,449,0,0,448,0,0
ET5,MC1,2023-06-01T06:15:00Z,0.6,21.3,87.72,0.763,87.72,0.63,21.3,0.751,26,27.1,448,0,0,448,0,0
ET5,MC1,2023-06-01T06:30:00Z,0.59,21.3,87.74,0.767,87.74,0.61,21.3,0.757,28.9,30.6,448,0,0,448,0,0
ET5,MC1,2023-06-01T06:45:00Z,0.58,21.2,87.75,0.771,87.75,0.6,21.2,0.763,36.8,39.2,448,0,0,448,0,0
ET5,MC1,2023-06-01T07:00:00Z,0.46,20.7,87.77,0.811,87.78,0.49,20.7,0.799,50.5,52.6,449,0,0,449,0,0
ET5,MC1,2023-06-01T07:15:00Z,0.35,20.2,87.8,0.851,87.8,0.39,20.2,0.835,82.4,83.9,449,0,0,449,0,0
ET5,MC1,2023-06-01T07:30:00Z,0.35,20.4,87.81,0.853,87.81,0.39,20.4,0.837,142.1,151.4,448,0,0,448,0,0
ET5,MC1,2023-06-01T07:45:00Z,0.33,21.4,87.82,0.871,87.83,0.33,21,0.867,178,189.1,448,0,5,446,0,0
ET5,MC1,2023-06-01T08:00:00Z,0.37,21.9,87.83,0.858,87.84,0.36,21.4,0.858,212.4,284,447,3,9,446,7,2
ET5,MC1,2023-06-01T08:15:00Z,0.46,22,87.84,0.827,87.85,0.46,21.7,0.824,223.2,261.5,448,0,0,447,0,0
ET5,MC1,2023-06-01T08:30:00Z,0.38,21.3,87.87,0.848,87.87,0.42,21.3,0.835,225.2,252.7,447,0,0,447,0,0
ET5,MC1,2023-06-01T08:45:00Z,0.36,21.6,87.88,0.861,87.88,0.39,21.5,0.848,218.8,253.6,447,0,0,446,0,0
ET5,MC1,2023-06-01T09:00:00Z,0.43,22.2,87.88,0.84,87.89,0.44,22,0.833,226.1,277.2,447,0,0,447,0,0
ET5,MC1,2023-06-01T09:15:00Z,0.37,22,87.88,0.859,87.88,0.4,21.8,0.848,215,230.7,448,0,0,447,0,0
ET5,MC1,2023-06-01T09:30:00Z,0.4,22.5,87.87,0.855,87.87,0.4,22.1,0.851,245.9,259.5,447,0,0,446,0,0
ET5,MC1,2023-06-01T09:45:00Z,0.44,22.4,87.86,0.836,87.87,0.44,22.1,0.834,191.5,194.6,448,0,0,447,0,0
ET5,MC1,2023-06-01T10:00:00Z,0.41,22,87.85,0.845,87.85,0.44,21.9,0.834,311.8,245.5,446,0,0,446,0,0
ET5,MC1,2023-06-01T10:15:00Z,0.47,23,87.85,0.831,87.85,0.46,22.5,0.831,266.4,244.6,447,0,0,446,0,0
ET5,MC1,2023-06-01T10:30:00Z,0.6,23.4,87.84,0.793,87.84,0.57,23,0.796,363.6,304.1,447,0,0,446,0,0
ET5,MC1,2023-06-01T10:45:00Z,0.6,23.6,87.82,0.796,87.82,0.58,23.3,0.798,619.6,275.6,445,0,0,446,0,0
ET5,MC1,2023-06-01T11:00:00Z,0.69,24,87.81,0.768,87.81,0.7,23.9,0.766,500.8,283.6,446,0,0,446,0,0
ET5,MC1,2023-06-01T11:15:00Z,0.55,23.2,87.8,0.805,87.8,0.61,23.4,0.789,280.7,268.2,447,0,0,447,0,0
ET5,MC1,2023-06-01T11:30:00Z,0.42,23,87.79,0.852,87.79,0.48,23.2,0.832,283.6,261.3,447,0,0,447,0,0
ET5,MC1,2023-06-01T11:45:00Z,0.37,22.6,87.78,0.865,87.78,0.43,22.8,0.843,134.8,138.1,448,0,0,448,0,0
ET5,MC1,2023-06-01T12:00:00Z,0.33,22.3,87.76,0.878,87.77,0.39,22.4,0.857,174.5,189,448,0,0,448,0,0
ET5,MC1,2023-06-01T12:15:00Z,0.38,23,87.74,0.865,87.74,0.43,23,0.848,210.4,217.3,448,0,0,447,0,0
ET5,MC1,2023-06-01T12:30:00Z,0.38,23.3,87.72,0.869,87.72,0.43,23.3,0.849,228,264,448,0,0,447,0,0
ET5,MC1,2023-06-01T12:45:00Z,0.45,23.6,87.7,0.846,87.71,0.47,23.4,0.838,174.9,190.1,448,0,0,447,0,0
ET5,MC1,2023-06-01T13:00:00Z,0.31,22.6,87.69,0.886,87.69,0.37,22.7,0.866,150.5,165.3,448,0,0,448,0,0
ET5,MC1,2023-06-01T13:15:00Z,0.34,23,87.68,0.879,87.68,0.38,22.9,0.865,174.5,186.6,448,0,0,448,0,0
ET5,MC1,2023-06-01T13:30:00Z,0.25,22.4,87.69,0.908,87.69,0.32,22.4,0.883,142.5,161.7,449,0,0,448,0,0
ET5,MC1,2023-06-01T13:45:00Z,0.23,22.8,87.66,0.917,87.66,0.29,22.8,0.894,371.3,277.8,448,0,0,448,0,0
ET5,MC1,2023-06-01T14:00:00Z,0.31,22.8,87.65,0.889,87.65,0.37,22.8,0.867,82.8,86.8,570,6,7,592,7,7
ET5,MC1,2023-06-01T14:15:00Z,0.19,21.4,87.67,0.924,87.66,0.27,21.6,0.896,32.8,35.3,686,15,15,679,15,15
ET5,MC1,2023-06-01T14:30:00Z,0.07,20.5,87.66,0.97,87.66,0.15,20.6,0.938,61.7,65.2,661,15,15,731,15,15
ET5,MC1,2023-06-01T14:45:00Z,0.09,20.6,87.61,0.961,87.61,0.16,20.5,0.934,149.6,162.8,545,15,15,480,15,15
ET5,MC1,2023-06-01T15:00:00Z,0.18,21.2,87.58,0.927,87.58,0.23,21.1,0.908,197.6,209.5,512,15,15,474,15,15
ET5,MC1,2023-06-01T15:15:00Z,0.16,21.4,87.61,0.939,87.61,0.22,21.4,0.912,165.9,181.1,505,15,15,472,15,15
ET5,MC1,2023-06-01T15:30:00Z,0.12,21.5,87.6,0.953,87.6,0.18,21.5,0.929,194.5,193.9,498,15,15,467,15,15
ET5,MC1,2023-06-01T15:45:00Z,0.23,21.9,87.61,0.912,87.61,0.27,21.7,0.898,251.8,265.3,486,15,15,466,15,14
ET5,MC1,2023-06-01T16:00:00Z,0.21,21.9,87.61,0.919,87.61,0.25,21.7,0.902,140.8,153.3,478,15,15,466,15,15
ET5,MC1,2023-06-01T16:15:00Z,0.21,21.5,87.6,0.918,87.6,0.25,21.4,0.901,106.9,119,539,15,15,566,15,15
ET5,MC1,2023-06-01T16:30:00Z,0.16,20.8,87.61,0.935,87.61,0.22,20.8,0.912,26,27.3,534,15,15,516,15,15
ET5,MC1,2023-06-01T16:45:00Z,0.16,20.4,87.6,0.934,87.6,0.22,20.5,0.909,34.2,37.5,510,15,15,478,15,15
ET5,MC1,2023-06-01T17:00:00Z,0.19,20.6,87.58,0.921,87.58,0.24,20.6,0.9,45.8,52.6,498,15,15,460,15,11
ET5,MC1,2023-06-01T17:15:00Z,0.12,20.4,87.58,0.949,87.57,0.18,20.4,0.924,27.3,30.8,495,15,15,458,15,8
ET5,MC1,2023-06-01T17:30:00Z,0.18,20.8,87.58,0.925,87.58,0.23,20.7,0.904,16.3,17.9,480,15,15,453,15,0
ET5,MC1,2023-06-01T17:45:00Z,0.15,20.6,87.62,0.939,87.62,0.2,20.6,0.916,8.6,9.7,470,15,15,452,15,0
ET5,MC1,2023-06-01T18:00:00Z,0.11,20.4,87.65,0.953,87.65,0.17,20.4,0.927,0.9,1.3,460,15,15,451,15,0
ET5,MC1,2023-06-01T18:15:00Z,0.11,20.2,87.66,0.955,87.66,0.17,20.2,0.929,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-01T18:30:00Z,0.1,20,87.66,0.958,87.66,0.16,20,0.931,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-01T18:45:00Z,0.11,20.1,87.67,0.954,87.67,0.17,20.1,0.928,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-01T19:00:00Z,0.11,20.1,87.69,0.955,87.69,0.17,20.1,0.929,0,0,452,0,15,451,15,0
ET5,MC1,2023-06-01T19:15:00Z,0.11,20.1,87.73,0.955,87.72,0.17,20.1,0.928,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-01T19:30:00Z,0.11,20.2,87.73,0.953,87.73,0.17,20.2,0.927,0,0,452,0,15,455,15,0
ET5,MC1,2023-06-01T19:45:00Z,0.09,20.2,87.74,0.963,87.73,0.16,20.2,0.934,0,0,459,1,15,470,15,7
ET5,MC1,2023-06-01T20:00:00Z,0.09,20.2,87.76,0.964,87.75,0.15,20.2,0.936,0,0,456,0,15,473,15,8
ET5,MC1,2023-06-01T20:15:00Z,0.08,20.1,87.76,0.968,87.75,0.15,20.2,0.938,0,0,454,0,15,497,15,10
ET5,MC1,2023-06-01T20:30:00Z,0.08,20.1,87.78,0.964,87.78,0.15,20.1,0.936,0,0,453,1,15,501,15,15
ET5,MC1,2023-06-01T20:45:00Z,0.05,19.8,87.81,0.978,87.8,0.12,19.9,0.947,0,0,464,2,15,501,15,15
ET5,MC1,2023-06-01T21:00:00Z,0.03,19.8,87.81,0.986,87.8,0.1,19.9,0.955,0,0,587,15,15,639,15,15
ET5,MC1,2023-06-01T21:15:00Z,0.04,19.9,87.8,0.981,87.8,0.12,19.9,0.95,0,0,572,15,15,592,15,15
ET5,MC1,2023-06-01T21:30:00Z,0.04,19.9,87.82,0.984,87.82,0.11,20,0.952,0,0,614,15,15,660,15,15
ET5,MC1,2023-06-01T21:45:00Z,0.06,20,87.83,0.974,87.83,0.13,20,0.946,0,0,751,15,15,844,15,15
ET5,MC1,2023-06-01T22:00:00Z,0.04,19.6,87.84,0.981,87.84,0.11,19.6,0.953,0,0,610,15,15,556,15,15
ET5,MC1,2023-06-01T22:15:00Z,0.04,19.5,87.85,0.984,87.85,0.11,19.5,0.953,0,0,514,15,15,491,15,15
ET5,MC1,2023-06-01T22:30:00Z,0.04,19.5,87.85,0.981,87.84,0.11,19.5,0.952,0,0,507,15,15,484,15,15
ET5,MC1,2023-06-01T22:45:00Z,0.04,19.6,87.83,0.983,87.83,0.1,19.6,0.954,0,0,487,15,15,495,15,15
ET5,MC1,2023-06-01T23:00:00Z,0.04,19.7,87.82,0.982,87.81,0.11,19.7,0.953,0,0,486,15,15,479,15,15
ET5,MC1,2023-06-01T23:15:00Z,0.06,19.8,87.81,0.973,87.81,0.13,19.8,0.945,0,0,523,15,15,515,15,15
ET5,MC1,2023-06-01T23:30:00Z,0.06,19.6,87.79,0.973,87.78,0.13,19.6,0.945,0,0,520,15,15,475,15,15
ET5,MC1,2023-06-01T23:45:00Z,0.04,19.4,87.79,0.982,87.78,0.11,19.4,0.953,0,0,518,15,15,465,15,15
ET5,MC1,2023-06-02T00:00:00Z,0.08,19.4,87.78,0.963,87.77,0.15,19.4,0.936,0,0,515,15,15,456,15,5
ET5,MC1,2023-06-02T00:15:00Z,0.08,19.6,87.78,0.965,87.77,0.14,19.6,0.94,0,0,509,15,15,458,15,0
ET5,MC1,2023-06-02T00:30:00Z,0.07,19.6,87.75,0.97,87.75,0.14,19.7,0.941,0,0,502,15,15,452,15,0
ET5,MC1,2023-06-02T00:45:00Z,0.08,19.8,87.74,0.964,87.73,0.14,19.8,0.938,0,0,494,15,15,452,15,0
ET5,MC1,2023-06-02T01:00:00Z,0.12,20,87.71,0.949,87.7,0.18,20,0.925,0,0,480,15,15,452,15,0
ET5,MC1,2023-06-02T01:15:00Z,0.11,19.8,87.67,0.953,87.67,0.16,19.8,0.929,0,0,464,15,15,452,15,0
ET5,MC1,2023-06-02T01:30:00Z,0.09,19.7,87.65,0.961,87.64,0.15,19.7,0.934,0,0,453,3,15,453,15,0
ET5,MC1,2023-06-02T01:45:00Z,0.05,19.6,87.64,0.977,87.63,0.12,19.6,0.948,0,0,453,0,15,452,15,0
ET5,MC1,2023-06-02T02:00:00Z,0.08,19.7,87.62,0.967,87.61,0.14,19.7,0.939,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-02T02:15:00Z,0.19,20.4,87.6,0.922,87.6,0.24,20.4,0.899,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T02:30:00Z,0.17,20.2,87.6,0.93,87.59,0.22,20.2,0.909,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-02T02:45:00Z,0.1,19.8,87.59,0.956,87.58,0.17,19.8,0.928,0,0,452,0,15,452,15,0
ET5,MC1,2023-06-02T03:00:00Z,0.15,20,87.59,0.937,87.58,0.2,20,0.913,0,0,452,0,15,451,15,0
ET5,MC1,2023-06-02T03:15:00Z,0.15,19.9,87.58,0.937,87.58,0.2,19.9,0.913,0,0,452,0,15,451,15,0
ET5,MC1,2023-06-02T03:30:00Z,0.17,20,87.57,0.926,87.57,0.23,20,0.904,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T03:45:00Z,0.17,19.9,87.57,0.927,87.57,0.23,20,0.903,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T04:00:00Z,0.16,19.8,87.58,0.93,87.58,0.21,19.8,0.908,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T04:15:00Z,0.19,20,87.58,0.919,87.58,0.24,20,0.898,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T04:30:00Z,0.23,20.2,87.58,0.902,87.58,0.28,20.2,0.88,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T04:45:00Z,0.25,20.3,87.58,0.897,87.58,0.3,20.3,0.876,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T05:00:00Z,0.25,20.4,87.6,0.895,87.6,0.3,20.4,0.876,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T05:15:00Z,0.23,20.4,87.61,0.903,87.61,0.28,20.4,0.884,0,0,451,0,15,451,15,0
ET5,MC1,2023-06-02T05:30:00Z,0.2,20.2,87.62,0.914,87.62,0.25,20.2,0.893,0.4,0.4,451,0,15,451,15,0
ET5,MC1,2023-06-02T05:45:00Z,0.21,20.2,87.64,0.911,87.64,0.26,20.2,0.89,8.8,9.5,451,0,15,451,15,0
ET5,MC1,2023-06-02T06:00:00Z,0.27,20.5,87.66,0.887,87.65,0.31,20.5,0.87,17.2,18.7,450,0,15,450,15,0
ET5,MC1,2023-06-02T06:15:00Z,0.29,20.6,87.68,0.881,87.67,0.33,20.5,0.865,27.3,30,451,0,15,451,15,0
ET5,MC1,2023-06-02T06:30:00Z,0.2,20.1,87.7,0.913,87.69,0.25,20.1,0.891,35.5,37,451,0,15,450,15,0
ET5,MC1,2023-06-02T06:45:00Z,0.26,20.3,87.71,0.892,87.71,0.3,20.3,0.873,27.6,28,451,0,15,471,15,1
ET5,MC1,2023-06-02T07:00:00Z,0.23,20,87.73,0.9,87.72,0.28,20.1,0.88,18.7,19.2,552,15,15,587,15,15
ET5,MC1,2023-06-02T07:15:00Z,0.17,19.6,87.74,0.926,87.74,0.21,19.5,0.906,13.9,14.5,628,15,15,677,15,15
ET5,MC1,2023-06-02T07:30:00Z,0.12,19.2,87.74,0.944,87.74,0.17,19.1,0.922,11.4,11.7,565,15,15,613,15,15
ET5,MC1,2023-06-02T07:45:00Z,0.15,19.3,87.74,0.934,87.74,0.2,19.4,0.911,12.3,12.8,562,15,15,540,15,15
ET5,MC1,2023-06-02T08:00:00Z,0.17,19.7,87.73,0.927,87.73,0.22,19.7,0.905,15.7,16.7,587,15,15,583,15,15
ET5,MC1,2023-06-02T08:15:00Z,0.18,20,87.74,0.923,87.74,0.23,19.9,0.903,20,21.1,571,15,15,552,15,15
ET5,MC1,2023-06-02T08:30:00Z,0.17,20.1,87.75,0.93,87.75,0.21,20,0.909,24.4,26,580,15,15,599,15,15
ET5,MC1,2023-06-02T08:45:00Z,0.15,20,87.76,0.934,87.75,0.21,20,0.912,31.3,33.7,572,15,15,583,15,15
ET5,MC1,2023-06-02T09:00:00Z,0.17,20.1,87.76,0.929,87.76,0.22,20.1,0.908,39.7,42.1,595,15,15,564,15,15
ET5,MC1,2023-06-02T09:15:00Z,0.16,20.2,87.76,0.931,87.75,0.22,20.2,0.908,53.1,56.4,536,15,15,536,15,15
ET5,MC1,2023-06-02T09:30:00Z,0.19,20.4,87.74,0.921,87.74,0.24,20.4,0.899,72.1,78.2,533,15,15,555,15,15
ET5,MC1,2023-06-02T09:45:00Z,0.3,21,87.72,0.879,87.72,0.34,21,0.862,110,118.7,507,15,15,474,15,15
ET5,MC1,2023-06-02T10:00:00Z,0.34,21.3,87.71,0.867,87.7,0.37,21.3,0.853,129.1,139.5,479,15,15,450,15,5
ET5,MC1,2023-06-02T10:15:00Z,0.36,21.6,87.69,0.859,87.69,0.39,21.5,0.847,141,150.5,450,8,15,450,15,0
ET5,MC1,2023-06-02T10:30:00Z,0.38,21.6,87.68,0.854,87.69,0.41,21.6,0.842,174.7,188.8,450,0,15,451,12,0
ET5,MC1,2023-06-02T10:45:00Z,0.27,21.3,87.7,0.892,87.7,0.32,21.3,0.874,244.4,241.1,450,0,15,450,11,0
ET5,MC1,2023-06-02T11:00:00Z,0.24,21.5,87.7,0.906,87.7,0.29,21.4,0.887,283.6,269.7,450,0,9,449,3,0
ET5,MC1,2023-06-02T11:15:00Z,0.25,22.4,87.7,0.908,87.69,0.28,22.1,0.893,341.5,299.2,449,0,0,449,0,0
ET5,MC1,2023-06-02T11:30:00Z,0.3,22.6,87.69,0.889,87.69,0.33,22.4,0.878,295.9,290.6,449,0,0,448,0,0
ET5,MC1,2023-06-02T11:45:00Z,0.32,23,87.68,0.888,87.68,0.35,22.8,0.876,282.9,303.6,449,0,0,448,0,0
ET5,MC1,2023-06-02T12:00:00Z,0.45,23.1,87.65,0.841,87.65,0.46,22.9,0.834,310.9,356.1,448,0,0,448,0,0
ET5,MC1,2023-06-02T12:15:00Z,0.49,23,87.62,0.827,87.62,0.5,22.9,0.819,264,310.4,448,0,0,448,0,0
ET5,MC1,2023-06-02T12:30:00Z,0.47,22.9,87.62,0.832,87.62,0.49,22.8,0.823,264.2,314.4,448,0,0,448,0,0
ET5,MC1,2023-06-02T12:45:00Z,0.45,23.1,87.61,0.84,87.61,0.5,23.1,0.825,283.4,355.4,448,0,0,447,0,0
ET5,MC1,2023-06-02T13:00:00Z,0.42,22.9,87.6,0.849,87.6,0.46,22.8,0.835,283.3,294.8,448,0,0,448,0,0
ET5,MC1,2023-06-02T13:15:00Z,0.41,22.8,87.58,0.854,87.58,0.44,22.7,0.842,491.1,315.9,449,0,0,448,0,0
ET5,MC1,2023-06-02T13:30:00Z,0.34,22,87.56,0.872,87.56,0.38,22,0.856,320.4,336.4,449,0,0,449,0,0
ET5,MC1,2023-06-02T13:45:00Z,0.3,21.7,87.55,0.884,87.55,0.35,21.8,0.864,182.2,197,450,0,0,449,0,0
ET5,MC1,2023-06-02T14:00:00Z,0.29,21.4,87.53,0.886,87.53,0.34,21.4,0.868,176.5,190.1,449,0,0,449,0,0
ET5,MC1,2023-06-02T14:15:00Z,0.33,21.7,87.51,0.871,87.51,0.38,21.7,0.855,200.1,213,449,0,0,449,0,0
ET5,MC1,2023-06-02T14:30:00Z,0.41,22.2,87.5,0.848,87.5,0.44,22.2,0.834,223.6,226.9,449,0,0,449,0,0
ET5,MC1,2023-06-02T14:45:00Z,0.45,22.6,87.47,0.835,87.47,0.48,22.6,0.823,224.5,247.6,449,0,0,448,0,0
ET5,MC1,2023-06-02T15:00:00Z,0.53,23,87.45,0.811,87.45,0.56,23,0.799,375.4,235.8,448,0,0,448,0,0
ET5,MC1,2023-06-02T15:15:00Z,0.64,23.6,87.44,0.779,87.44,0.67,23.5,0.769,442.7,183.5,448,0,0,448,0,0
ET5,MC1,2023-06-02T15:30:00Z,0.67,23.4,87.44,0.769,87.44,0.69,23.4,0.761,478.5,344.2,448,0,0,447,0,0
ET5,MC1,2023-06-02T15:45:00Z,0.7,23.3,87.44,0.755,87.44,0.71,23.2,0.748,505.4,554.3,448,0,0,447,0,0
ET5,MC1,2023-06-02T16:00:00Z,0.67,23.1,87.44,0.761,87.45,0.68,23,0.757,447.7,493.3,448,0,0,447,0,0
ET5,MC1,2023-06-02T16:15:00Z,0.56,22.8,87.45,0.797,87.46,0.58,22.7,0.79,201.6,245.9,448,0,0,448,0,0
ET5,MC1,2023-06-02T16:30:00Z,0.49,22.5,87.46,0.821,87.47,0.51,22.4,0.811,85.9,131.1,449,0,0,448,0,0
ET5,MC1,2023-06-02T16:45:00Z,0.45,22.2,87.46,0.832,87.47,0.49,22.2,0.818,38.8,66.8,449,0,0,449,0,0
ET5,MC1,2023-06-02T17:00:00Z,0.4,21.9,87.47,0.848,87.47,0.44,21.9,0.833,48.7,111.9,449,0,0,449,0,0
ET5,MC1,2023-06-02T17:15:00Z,0.41,21.8,87.48,0.843,87.48,0.46,21.9,0.823,59.9,53.5,449,0,0,449,0,0
ET5,MC1,2023-06-02T17:30:00Z,0.51,22,87.48,0.806,87.48,0.56,22.1,0.789,69.2,45.8,449,0,0,449,0,0
