Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes
FB5,MC2,2023-06-01T06:15:00Z,19.8,0.795,86.17,0.47,2.3,2.53,190,19.9,-2.4,5.04,16.1,452,0,15
FB5,MC2,2023-06-01T06:30:00Z,19.4,0.82,86.2,0.41,2.4,2.46,187,19.6,-2.5,4.46,17.9,452,0,15
FB5,MC2,2023-06-01T06:45:00Z,19.5,0.821,86.2,0.4,2.3,2.6,188,19.6,-2.5,4.82,23.4,452,0,15
FB5,MC2,2023-06-01T07:00:00Z,19.4,0.826,86.23,0.39,2.2,2.44,192,19.6,-2.6,4.88,30.6,452,0,15
FB5,MC2,2023-06-01T07:15:00Z,19.4,0.839,86.24,0.36,2.1,2.85,187,19.4,-2.6,5.63,46.9,452,0,15
FB5,MC2,2023-06-01T07:30:00Z,19.2,0.855,86.26,0.32,2.4,2.57,188,19.4,-2.5,5.03,73.6,452,0,15
FB5,MC2,2023-06-01T07:45:00Z,19.2,0.865,86.28,0.3,2.3,2.32,186,19.4,-2.5,4.23,83.5,453,0,15
FB5,MC2,2023-06-01T08:00:00Z,19.1,0.875,86.29,0.28,2.4,2.52,186,19.2,-2.5,5.67,113,453,0,15
FB5,MC2,2023-06-01T08:15:00Z,19.1,0.881,86.3,0.26,2.3,2.4,199,19.3,-2.6,4.27,111.1,453,0,15
FB5,MC2,2023-06-01T08:30:00Z,19.1,0.883,86.32,0.26,2.2,1.97,186,19.3,-2.5,4.87,104.9,453,0,15
FB5,MC2,2023-06-01T08:45:00Z,19.3,0.88,86.33,0.27,2.2,1.27,183,19.5,-2.5,2.99,105.3,452,0,15
FB5,MC2,2023-06-01T09:00:00Z,19.4,0.875,86.34,0.28,2.1,1.07,181,19.7,-2.4,3.39,125.4,452,0,15
FB5,MC2,2023-06-01T09:15:00Z,19.6,0.87,86.34,0.29,2.1,1.17,175,19.9,-2.4,2.9,167.4,452,0,15
FB5,MC2,2023-06-01T09:30:00Z,19.9,0.87,86.33,0.3,2.1,1.15,197,20.2,-2.5,2.99,231.8,452,0,15
FB5,MC2,2023-06-01T09:45:00Z,20,0.853,86.32,0.34,2,1.5,186,20.3,-2.5,4.06,207.5,452,0,15
FB5,MC2,2023-06-01T10:00:00Z,20.3,0.857,86.3,0.34,2,1.2,177,20.6,-2.5,3.18,397.7,452,0,15
FB5,MC2,2023-06-01T10:15:00Z,20.5,0.854,86.31,0.35,2,1.36,189,20.8,-2.5,3.44,176.5,452,0,15
FB5,MC2,2023-06-01T10:30:00Z,20.7,0.856,86.3,0.35,2,1.18,183,21,-2.6,3.35,145.6,452,0,15
FB5,MC2,2023-06-01T10:45:00Z,20.8,0.859,86.28,0.35,2,1.16,182,21.2,-2.5,3.64,237.5,451,0,15
FB5,MC2,2023-06-01T11:00:00Z,20.9,0.854,86.28,0.36,2,1.21,177,21.3,-2.5,2.99,192.4,452,0,15
FB5,MC2,2023-06-01T11:15:00Z,21.5,0.817,86.26,0.47,1.9,1.24,208,21.8,-2.5,2.74,207.1,451,0,15
FB5,MC2,2023-06-01T11:30:00Z,21.6,0.814,86.25,0.48,1.9,1.18,220,21.9,-2.6,3.05,146.5,451,0,15
FB5,MC2,2023-06-01T11:45:00Z,21.4,0.836,86.24,0.42,1.9,1.54,254,21.6,-2.6,3.01,86.2,452,0,15
FB5,MC2,2023-06-01T12:00:00Z,21.3,0.848,86.22,0.38,2,1.04,183,21.7,-2.5,2.75,115.7,452,0,15
FB5,MC2,2023-06-01T12:15:00Z,21.8,0.834,86.2,0.43,1.9,0.98,197,22.1,-2.5,3.09,134.2,451,0,15
FB5,MC2,2023-06-01T12:30:00Z,22.2,0.825,86.18,0.47,1.9,0.95,206,22.5,-2.5,2.38,151.8,451,0,15
FB5,MC2,2023-06-01T12:45:00Z,21.9,0.832,86.17,0.44,1.9,0.96,180,22.2,-2.5,2.53,80.2,452,0,15
FB5,MC2,2023-06-01T13:00:00Z,21.5,0.853,86.15,0.37,2,1.64,205,21.8,-2.6,3.75,116.3,452,0,15
FB5,MC2,2023-06-01T13:15:00Z,21.4,0.858,86.14,0.36,2,1.55,193,21.7,-2.5,2.98,104.7,452,0,15
FB5,MC2,2023-06-01T13:30:00Z,21.2,0.865,86.15,0.34,2,1.76,195,21.5,-2.6,4.93,103.5,452,0,15
FB5,MC2,2023-06-01T13:45:00Z,21.3,0.879,86.13,0.31,2.1,2.12,205,21.6,-2.6,4.65,209.7,452,0,15
FB5,MC2,2023-06-01T14:00:00Z,21,0.894,86.12,0.26,2,1.9,187,21.1,-2.7,4.51,47.2,558,3,15
FB5,MC2,2023-06-01T14:15:00Z,19.9,0.933,86.12,0.16,2.3,2.31,195,20,-2.5,5.4,25.6,684,15,15
FB5,MC2,2023-06-01T14:30:00Z,19.5,0.957,86.12,0.1,2.3,1.71,189,19.6,-2.3,3.51,19.8,619,15,15
FB5,MC2,2023-06-01T14:45:00Z,19.2,0.967,86.08,0.07,2.6,2.6,180,19.3,-2.2,5.3,75.8,574,15,15
FB5,MC2,2023-06-01T15:00:00Z,19.6,0.961,86.05,0.09,2.4,2.43,185,19.7,-2.3,5.07,108.8,563,15,15
FB5,MC2,2023-06-01T15:15:00Z,20,0.952,86.06,0.11,2.4,2.06,191,20.1,-2.4,5,113.2,549,15,15
FB5,MC2,2023-06-01T15:30:00Z,20,0.956,86.06,0.1,2.3,1.6,180,20.1,-2.3,3.89,82.4,560,15,15
FB5,MC2,2023-06-01T15:45:00Z,19.9,0.947,86.07,0.12,2.4,2.33,191,20,-2.4,6.51,68.3,505,15,15
FB5,MC2,2023-06-01T16:00:00Z,19.8,0.942,86.07,0.13,2.3,1.11,185,19.9,-2.4,4.64,54.6,487,15,15
FB5,MC2,2023-06-01T16:15:00Z,19.6,0.951,86.06,0.11,2.4,1.39,179,19.5,-2.2,4.48,34.1,729,15,15
FB5,MC2,2023-06-01T16:30:00Z,18.9,0.974,86.07,0.06,2.4,2.11,184,19,-2.3,4.07,16.3,623,15,15
FB5,MC2,2023-06-01T16:45:00Z,18.7,0.981,86.06,0.04,2.4,2.44,190,18.8,-2.5,5.33,23.3,623,15,15
FB5,MC2,2023-06-01T17:00:00Z,18.8,0.977,86.04,0.05,2.5,2.5,187,19,-2.1,5.79,30,582,15,15
FB5,MC2,2023-06-01T17:15:00Z,18.9,0.98,86.03,0.04,2.6,2.68,184,19,-2.4,6.88,18.9,623,15,15
FB5,MC2,2023-06-01T17:30:00Z,18.9,0.98,86.05,0.04,2.6,2.65,183,19,-2.1,6.74,11.4,515,15,15
FB5,MC2,2023-06-01T17:45:00Z,18.9,0.982,86.09,0.04,2.5,2.3,183,19,-2.3,5.45,3.5,590,15,15
FB5,MC2,2023-06-01T18:00:00Z,18.9,0.987,86.1,0.03,2.5,2.52,185,19,-2.4,5.49,0,517,15,15
FB5,MC2,2023-06-01T18:15:00Z,18.7,0.989,86.11,0.02,2.5,2.48,181,18.8,-2.4,6.57,0,594,15,15
FB5,MC2,2023-06-01T18:30:00Z,18.6,0.989,86.11,0.02,2.8,3.48,187,18.6,-2.5,8.66,0,573,15,15
FB5,MC2,2023-06-01T18:45:00Z,18.5,0.995,86.12,0.01,2.8,4.53,188,18.6,-2.5,9.27,0,530,15,15
FB5,MC2,2023-06-01T19:00:00Z,18.5,1,86.15,0,3,4.25,187,18.6,-2.6,7.8,0,508,15,15
FB5,MC2,2023-06-01T19:15:00Z,18.4,1,86.18,0,2.6,3.18,184,18.6,-2.3,8.13,0,489,15,15
FB5,MC2,2023-06-01T19:30:00Z,18.5,0.999,86.19,0,2.3,3.58,185,18.6,-2.5,6.38,0,500,15,15
FB5,MC2,2023-06-01T19:45:00Z,18.6,0.998,86.19,0,2.8,3.77,192,18.6,-2.3,7.96,0,521,15,15
FB5,MC2,2023-06-01T20:00:00Z,18.6,1,86.21,0,2.5,3.8,193,18.6,-2.4,8.58,0,592,15,15
FB5,MC2,2023-06-01T20:15:00Z,18.6,1,86.21,0,2.5,3.25,188,18.6,-2.3,6.99,0,673,15,15
FB5,MC2,2023-06-01T20:30:00Z,18.5,1,86.23,0,2.6,3.85,187,18.5,-2.4,8.79,0,689,15,15
FB5,MC2,2023-06-01T20:45:00Z,18.5,1,86.25,0,3,3.14,185,18.6,-2.4,6.79,0,708,15,15
FB5,MC2,2023-06-01T21:00:00Z,18.5,1,86.25,0,2.8,3.18,185,18.5,-2.4,6.52,0,620,15,15
FB5,MC2,2023-06-01T21:15:00Z,18.5,1.001,86.24,0,2.6,3.64,189,18.5,-2.5,7.41,0,707,15,15
FB5,MC2,2023-06-01T21:30:00Z,18.7,1,86.26,0,2.5,3.35,188,18.6,-2.2,6.8,0,727,15,15
FB5,MC2,2023-06-01T21:45:00Z,18.6,1.001,86.27,0,2.7,3.48,185,18.4,-2.5,7.8,0,830,15,15
FB5,MC2,2023-06-01T22:00:00Z,18.3,1,86.28,0,3.2,4,190,18.3,-2.2,9.9,0,680,15,15
FB5,MC2,2023-06-01T22:15:00Z,18.1,0.999,86.29,0,3,4.37,190,18.1,-2,8.93,0,694,15,15
FB5,MC2,2023-06-01T22:30:00Z,18.1,1,86.29,0,2.5,3.95,190,18.2,-2.4,7.43,0,705,15,15
FB5,MC2,2023-06-01T22:45:00Z,18.2,1,86.27,0,2.9,4.72,188,18.2,-2.5,10.54,0,743,15,15
FB5,MC2,2023-06-01T23:00:00Z,18.2,1,86.26,0,3.4,4.9,193,18.3,-2.3,8.59,0,733,15,15
FB5,MC2,2023-06-01T23:15:00Z,18.3,0.999,86.26,0,3.1,5.13,192,18.3,-2.7,9.75,0,721,15,15
FB5,MC2,2023-06-01T23:30:00Z,18,1,86.23,0,2.9,4.84,189,18.1,-2.2,11.27,0,634,15,15
FB5,MC2,2023-06-01T23:45:00Z,17.9,1,86.23,0,3.1,4.69,191,17.9,-2.7,8.46,0,666,15,15
FB5,MC2,2023-06-02T00:00:00Z,17.6,1,86.23,0,2.7,4.28,188,17.7,-3,8.88,0,618,15,15
FB5,MC2,2023-06-02T00:15:00Z,17.8,1.001,86.22,0,2.9,4.12,189,18,-2.9,9.51,0,643,15,15
FB5,MC2,2023-06-02T00:30:00Z,18,1,86.2,0,2.8,4,188,18,-2.4,8.21,0,646,15,15
FB5,MC2,2023-06-02T00:45:00Z,18,1.001,86.19,0,2.9,3.55,189,18.2,-2.4,7.2,0,709,15,15
FB5,MC2,2023-06-02T01:00:00Z,18.1,1,86.17,0,2.9,3.65,186,18.2,-2.8,6.88,0,652,15,15
FB5,MC2,2023-06-02T01:15:00Z,18,1,86.13,0,3,3.86,186,18,-2.6,8.31,0,659,15,15
FB5,MC2,2023-06-02T01:30:00Z,17.9,1,86.1,0,3.2,4.02,190,18,-2.5,9.2,0,672,15,15
FB5,MC2,2023-06-02T01:45:00Z,18,1,86.09,0,2.4,4.19,188,18.1,-2.1,8.12,0,709,15,15
FB5,MC2,2023-06-02T02:00:00Z,18,1.001,86.08,0,2.9,3.92,190,18.1,-2.7,10.11,0,661,15,15
FB5,MC2,2023-06-02T02:15:00Z,17.9,1,86.06,0,2.9,3.84,195,18,-2.6,6.73,0,678,15,15
FB5,MC2,2023-06-02T02:30:00Z,17.9,1,86.06,0,2.7,3.57,188,18,-2.2,7.56,0,648,15,15
FB5,MC2,2023-06-02T02:45:00Z,17.9,1,86.05,0,2.4,3.03,183,18,-2.3,6.82,0,594,15,15
FB5,MC2,2023-06-02T03:00:00Z,17.8,1.001,86.05,0,2.6,2.81,181,17.8,-2.3,5.08,0,647,15,15
FB5,MC2,2023-06-02T03:15:00Z,17.8,1,86.04,0,2.7,2.8,187,17.8,-2.6,6.38,0,609,15,15
FB5,MC2,2023-06-02T03:30:00Z,17.8,1,86.04,0,2.7,2.93,183,18.1,-2.4,6.17,0,593,15,15
FB5,MC2,2023-06-02T03:45:00Z,17.9,1,86.03,0,2.7,2.89,180,18.1,-2.4,5.86,0,544,15,15
FB5,MC2,2023-06-02T04:00:00Z,18,1,86.04,0,2.6,3.25,176,18.2,-2.2,7.18,0,539,15,15
FB5,MC2,2023-06-02T04:15:00Z,18.1,1,86.05,0,2.6,2.65,180,18.2,-2.4,5.39,0,509,15,15
FB5,MC2,2023-06-02T04:30:00Z,18.2,0.986,86.04,0.03,2.7,2.95,176,18.3,-2.5,5.25,0,470,15,15
FB5,MC2,2023-06-02T04:45:00Z,18.3,0.967,86.04,0.07,2.6,3.1,172,18.4,-2.5,6.07,0,456,6,15
FB5,MC2,2023-06-02T05:00:00Z,18.4,0.962,86.06,0.08,2.8,3.48,175,18.5,-2,6.17,0,456,1,15
FB5,MC2,2023-06-02T05:15:00Z,18.2,0.968,86.07,0.07,2.8,3.28,177,18.3,-2.4,7.36,0,456,0,15
FB5,MC2,2023-06-02T05:30:00Z,18.1,0.978,86.07,0.05,2.7,2.95,177,18.2,-2.4,5.66,0,456,0,15
FB5,MC2,2023-06-02T05:45:00Z,18.1,0.982,86.09,0.04,2.7,2.51,175,18.2,-2.4,4.85,5.3,456,0,15
FB5,MC2,2023-06-02T06:00:00Z,18.3,0.976,86.12,0.05,2.7,2.94,184,18.4,-2.3,6.14,12.3,456,0,15
FB5,MC2,2023-06-02T06:15:00Z,18.2,0.967,86.13,0.07,3,3.14,186,18.3,-2.3,5.8,17.8,456,0,15
FB5,MC2,2023-06-02T06:30:00Z,18.1,0.983,86.15,0.04,2.8,3.03,177,18.3,-2.3,5.34,19.8,456,0,15
FB5,MC2,2023-06-02T06:45:00Z,18.2,0.978,86.18,0.05,2.7,2.83,184,18.3,-2.5,5.66,15.4,457,0,15
FB5,MC2,2023-06-02T07:00:00Z,18.2,0.976,86.18,0.05,2.4,2.52,180,18.2,-2.4,5.32,11.2,567,10,15
FB5,MC2,2023-06-02T07:15:00Z,18,0.979,86.19,0.04,2.8,3.08,181,18.1,-2.1,6.19,8.8,798,15,15
FB5,MC2,2023-06-02T07:30:00Z,17.9,0.981,86.2,0.04,2.5,2.77,176,17.9,-2.1,5.33,7.7,690,15,15
FB5,MC2,2023-06-02T07:45:00Z,17.9,0.978,86.2,0.04,2.7,2.59,177,18,-2.3,5.53,8.2,744,15,15
FB5,MC2,2023-06-02T08:00:00Z,18,0.974,86.2,0.05,2.5,2.55,183,18.1,-2.3,5.05,10.3,696,15,15
FB5,MC2,2023-06-02T08:15:00Z,18.2,0.976,86.21,0.05,2.7,2.46,183,18.2,-2.4,4.77,12.3,675,15,15
FB5,MC2,2023-06-02T08:30:00Z,18.4,0.972,86.21,0.06,2.6,2.41,182,18.4,-2.2,6.2,14.8,692,15,15
FB5,MC2,2023-06-02T08:45:00Z,18.5,0.972,86.22,0.06,2.7,2.62,176,18.6,-2.1,6.16,18.5,640,15,15
FB5,MC2,2023-06-02T09:00:00Z,18.5,0.973,86.23,0.06,2.5,2.4,175,18.6,-2.2,4.38,22.7,674,15,15
FB5,MC2,2023-06-02T09:15:00Z,18.6,0.976,86.22,0.05,2.5,2.09,172,18.7,-2.3,4.73,29.8,566,15,15
FB5,MC2,2023-06-02T09:30:00Z,18.6,0.977,86.2,0.05,2.5,1.38,161,18.7,-2.2,4.06,41.2,518,15,15
FB5,MC2,2023-06-02T09:45:00Z,18.8,0.978,86.19,0.05,2.5,1.28,161,18.9,-2.2,2.47,60.6,480,15,15
FB5,MC2,2023-06-02T10:00:00Z,19.3,0.96,86.17,0.09,2.5,1.39,169,19.3,-2.3,3.94,71.2,540,15,15
FB5,MC2,2023-06-02T10:15:00Z,19.6,0.942,86.16,0.13,2.5,1.79,174,19.6,-2.4,4.1,78,555,15,15
FB5,MC2,2023-06-02T10:30:00Z,19.7,0.926,86.15,0.17,2.6,1.85,182,19.7,-2.4,3.66,99.1,538,15,15
FB5,MC2,2023-06-02T10:45:00Z,19.5,0.945,86.16,0.12,2.7,2.28,198,19.6,-2.6,4.57,133.1,519,15,15
FB5,MC2,2023-06-02T11:00:00Z,19.4,0.958,86.17,0.09,2.8,2.41,205,19.5,-2.5,5.49,141.5,493,15,15
FB5,MC2,2023-06-02T11:15:00Z,19.6,0.959,86.16,0.09,2.6,1.59,187,19.8,-2.3,4.82,164.2,470,15,15
FB5,MC2,2023-06-02T11:30:00Z,20.2,0.932,86.15,0.16,2.6,1.94,171,20.3,-2.4,5.2,184.9,455,8,15
FB5,MC2,2023-06-02T11:45:00Z,20.4,0.914,86.14,0.21,2.6,2.43,173,20.5,-2.5,4.92,197.4,454,0,15
FB5,MC2,2023-06-02T12:00:00Z,20.6,0.89,86.12,0.27,2.4,2.99,171,20.8,-2.4,6.01,190.4,454,0,15
FB5,MC2,2023-06-02T12:15:00Z,20.7,0.891,86.09,0.27,2.4,2.4,175,20.9,-2.4,5.41,160.6,454,0,15
FB5,MC2,2023-06-02T12:30:00Z,20.8,0.892,86.09,0.27,2.4,2.77,178,21,-2.5,5.06,168.1,453,0,15
FB5,MC2,2023-06-02T12:45:00Z,20.5,0.908,86.08,0.22,2.3,3.04,179,20.6,-2.4,6.07,167.2,454,0,15
FB5,MC2,2023-06-02T13:00:00Z,20.4,0.911,86.06,0.21,2.3,2.74,181,20.7,-2.5,5.23,212.6,453,0,15
FB5,MC2,2023-06-02T13:15:00Z,20.3,0.918,86.05,0.2,2.3,2.77,184,20.6,-2.5,6.67,196.7,454,0,15
FB5,MC2,2023-06-02T13:30:00Z,20,0.926,86.03,0.17,2.3,3.42,184,20.2,-2.7,7.06,140.3,454,0,15
FB5,MC2,2023-06-02T13:45:00Z,19.6,0.933,86.02,0.15,2.4,3.43,186,19.8,-2.8,6.17,115.4,454,0,15
FB5,MC2,2023-06-02T14:00:00Z,19.6,0.932,86,0.15,2.4,3.07,189,19.8,-2.6,5.79,113.9,454,0,15
FB5,MC2,2023-06-02T14:15:00Z,20,0.915,85.98,0.2,2.1,2.75,193,20.2,-2.5,5.09,137.7,454,0,15
FB5,MC2,2023-06-02T14:30:00Z,20.4,0.897,85.97,0.25,2.3,2.06,190,20.6,-2.6,4.4,153.6,454,0,15
FB5,MC2,2023-06-02T14:45:00Z,20.8,0.881,85.95,0.29,2.1,2.18,192,21,-2.6,5.17,147.4,453,0,15
FB5,MC2,2023-06-02T15:00:00Z,21.4,0.868,85.93,0.34,1.9,1.85,192,21.8,-2.6,3.71,139.3,453,0,15
FB5,MC2,2023-06-02T15:15:00Z,21.9,0.842,85.91,0.42,2,2.21,203,22.2,-2.8,4.9,123.8,452,0,15
FB5,MC2,2023-06-02T15:30:00Z,21.8,0.827,85.91,0.45,2,2.31,190,22.1,-2.6,5.3,99.2,452,0,15
FB5,MC2,2023-06-02T15:45:00Z,21.7,0.826,85.91,0.45,2.1,2.41,187,22.1,-2.6,5.88,190.8,452,0,15
FB5,MC2,2023-06-02T16:00:00Z,21.4,0.827,85.92,0.44,1.9,2.76,194,21.8,-3,5.33,178.3,452,0,15
FB5,MC2,2023-06-02T16:15:00Z,21.3,0.854,85.92,0.37,2,2.24,192,21.6,-2.6,4.61,120.3,453,0,15
FB5,MC2,2023-06-02T16:30:00Z,21.1,0.86,85.93,0.35,2,2.53,186,21.3,-2.6,5.38,90.5,453,0,15
FB5,MC2,2023-06-02T16:45:00Z,20.6,0.893,85.94,0.26,2.2,2.06,186,20.8,-2.5,5.08,41.6,453,0,15
FB5,MC2,2023-06-02T17:00:00Z,20.1,0.919,85.94,0.19,2,1.74,191,20.4,-2.5,3.93,39.9,454,0,15
FB5,MC2,2023-06-02T17:15:00Z,20.2,0.908,85.95,0.22,2.1,1.73,193,20.4,-2.5,3.93,54.4,453,0,15
FB5,MC2,2023-06-02T17:30:00Z,20.4,0.878,85.95,0.29,2,1.52,184,20.7,-2.6,3.43,45.6,453,0,15
FB5,MC2,2023-06-02T17:45:00Z,20.2,0.873,85.97,0.3,2.1,1.66,178,20.4,-2.5,3.83,22,453,0,15
FB5,MC2,2023-06-02T18:00:00Z,19.9,0.879,85.99,0.28,2.1,1.37,175,20.1,-2.5,3.2,6.8,453,0,15
FB5,MC2,2023-06-02T18:15:00Z,19.8,0.878,86,0.28,2.3,1.56,178,19.9,-2.5,3.04,0,453,0,15
FB5,MC2,2023-06-02T18:30:00Z,19.6,0.873,86.01,0.29,2.1,1.53,176,19.7,-2.5,2.92,0,453,0,15
FB5,MC2,2023-06-02T18:45:00Z,19.6,0.855,86.03,0.33,2.2,1.72,175,19.7,-2.4,3.66,0,453,0,15
FB5,MC2,2023-06-02T19:00:00Z,19.4,0.854,86.05,0.33,2.2,1.67,177,19.5,-2.5,3.21,0,453,0,15
FB5,MC2,2023-06-02T19:15:00Z,19.4,0.839,86.08,0.36,2.2,1.85,173,19.6,-2.5,3.68,0,453,0,15
FB5,MC2,2023-06-02T19:30:00Z,19.6,0.835,86.08,0.38,2.2,2.14,171,19.7,-2.5,4.69,0,452,0,15
FB5,MC2,2023-06-02T19:45:00Z,19.3,0.85,86.07,0.34,2.3,2.43,176,19.4,-2.5,4.79,0,453,0,15
