Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port5_RH,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port2_Wind_speed,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes
TV2,MC2,2023-06-01T03:15:00Z,0.999,85.33,0,16.8,1,0,16.6,85.33,0.6,0.89,16.7,58,-4.4,0.29,0,15,15,540,15,531,15
TV2,MC2,2023-06-01T03:30:00Z,1,85.33,0,16.7,1,0,16.7,85.33,0.5,1.1,16.7,62,-4.4,0.35,0,15,15,548,15,538,15
TV2,MC2,2023-06-01T03:45:00Z,1,85.34,0,16.7,1,0,16.8,85.33,0.6,1.26,16.7,92,-4.4,0.33,0,15,15,539,15,529,15
TV2,MC2,2023-06-01T04:00:00Z,1,85.34,0,16.8,1,0,16.8,85.34,0.6,1.13,16.8,98,-4.4,0.26,0,15,15,533,15,525,15
TV2,MC2,2023-06-01T04:15:00Z,1,85.34,0,16.9,1,0,16.9,85.34,0.6,1.31,16.9,168,-4.4,0.29,0,15,15,529,15,518,15
TV2,MC2,2023-06-01T04:30:00Z,1,85.35,0,16.9,1,0,16.9,85.34,0.6,1.46,16.9,193,-4.4,0.39,0,15,15,524,15,507,15
TV2,MC2,2023-06-01T04:45:00Z,0.999,85.35,0,16.8,1,0,16.8,85.35,0.5,1.19,16.7,216,-4.4,0.24,0,15,15,523,15,492,15
TV2,MC2,2023-06-01T05:00:00Z,1,85.36,0,16.6,1,0,16.9,85.36,0.5,1.69,16.6,196,-4.4,0.39,0,15,15,501,15,479,15
TV2,MC2,2023-06-01T05:15:00Z,1,85.38,0,16.6,0.989,0.02,17.2,85.37,0.6,0.76,16.9,224,-4.3,0.26,0,15,15,498,15,473,15
TV2,MC2,2023-06-01T05:30:00Z,1,85.4,0,16.4,0.958,0.08,17.2,85.39,0.7,0.64,16.8,247,-4.3,0.16,0,15,15,499,15,468,15
TV2,MC2,2023-06-01T05:45:00Z,1.001,85.41,0,16.3,0.932,0.13,17.2,85.41,0.6,0.72,16.7,228,-4.3,0.16,1.8,15,15,498,13,460,15
TV2,MC2,2023-06-01T06:00:00Z,1.001,85.43,0,16.3,0.917,0.16,17.4,85.43,0.5,0.45,16.7,260,-4.3,0.15,8.6,15,15,497,0,451,15
TV2,MC2,2023-06-01T06:15:00Z,1.001,85.45,0,16.4,0.918,0.16,17.4,85.45,0.6,1.04,16.8,219,-4.3,0.17,12.8,15,15,496,0,446,2
TV2,MC2,2023-06-01T06:30:00Z,0.999,85.47,0,16.5,0.917,0.17,17.5,85.47,0.6,0.52,16.8,234,-4.4,0.15,13.2,15,15,494,0,442,0
TV2,MC2,2023-06-01T06:45:00Z,1,85.48,0,16.7,0.913,0.18,17.7,85.48,0.6,0.48,17,217,-4.3,0.15,16.5,15,15,493,0,440,0
TV2,MC2,2023-06-01T07:00:00Z,1,85.5,0,16.8,0.911,0.18,17.9,85.5,0.6,0.54,17.2,156,-4.2,0.13,21.8,15,15,493,0,440,0
TV2,MC2,2023-06-01T07:15:00Z,1.001,85.52,0,17,0.912,0.18,18.1,85.51,0.6,0.68,17.5,141,-4.2,0.14,30.6,15,15,492,0,440,0
TV2,MC2,2023-06-01T07:30:00Z,1,85.53,0,17.4,0.915,0.18,18.4,85.53,0.6,0.67,17.9,125,-4.2,0.19,46.5,15,15,489,0,439,0
TV2,MC2,2023-06-01T07:45:00Z,1,85.55,0,17.8,0.915,0.18,18.6,85.54,0.5,0.76,18.2,83,-4.2,0.24,40.6,15,15,487,0,439,0
TV2,MC2,2023-06-01T08:00:00Z,1,85.56,0,18,0.915,0.18,18.7,85.55,0.5,0.73,18.4,120,-4.2,0.3,49.8,15,15,487,0,438,0
TV2,MC2,2023-06-01T08:15:00Z,0.992,85.56,0.02,18.4,0.913,0.19,19,85.56,0.6,0.95,18.7,207,-4.2,0.29,59.1,15,15,478,0,438,0
TV2,MC2,2023-06-01T08:30:00Z,0.975,85.58,0.05,18.6,0.897,0.23,19.1,85.58,0.6,0.53,18.8,260,-4.1,0.21,62.8,15,15,468,0,437,0
TV2,MC2,2023-06-01T08:45:00Z,0.957,85.59,0.09,18.6,0.881,0.26,19.1,85.59,0.6,1.14,18.7,252,-4.2,0.3,63.5,5,15,455,0,437,0
TV2,MC2,2023-06-01T09:00:00Z,0.955,85.6,0.1,18.8,0.877,0.27,19.3,85.6,0.5,0.7,18.9,260,-4.1,0.31,83.9,0,15,454,0,436,0
TV2,MC2,2023-06-01T09:15:00Z,0.946,85.6,0.12,19.2,0.881,0.27,19.5,85.6,0.4,0.96,19.3,262,-4.1,0.34,96.9,0,15,453,0,435,0
TV2,MC2,2023-06-01T09:30:00Z,0.936,85.59,0.14,19.5,0.872,0.3,19.7,85.59,0.5,0.9,19.4,264,-4.2,0.41,107.1,0,15,453,0,434,0
TV2,MC2,2023-06-01T09:45:00Z,0.933,85.58,0.16,19.7,0.869,0.31,20.1,85.58,0.5,0.93,19.8,251,-4.1,0.32,110.2,0,15,453,0,434,0
TV2,MC2,2023-06-01T10:00:00Z,0.916,85.57,0.2,20.2,0.857,0.34,20.4,85.56,0.5,1.08,20.1,254,-4.1,0.41,119.2,0,15,452,0,432,0
TV2,MC2,2023-06-01T10:15:00Z,0.906,85.57,0.23,20.5,0.863,0.33,20.6,85.57,0.5,1.98,20.5,180,-4.1,0.39,121.9,0,15,453,0,433,0
TV2,MC2,2023-06-01T10:30:00Z,0.903,85.56,0.24,20.7,0.854,0.36,20.9,85.56,0.5,1.06,20.4,246,-4.1,0.41,107.3,0,15,452,0,434,0
TV2,MC2,2023-06-01T10:45:00Z,0.921,85.55,0.19,20.4,0.867,0.32,20.6,85.54,0.4,1.49,20.7,246,-4.1,0.46,127.1,0,15,452,0,430,0
TV2,MC2,2023-06-01T11:00:00Z,0.894,85.54,0.27,21.3,0.846,0.4,21.8,85.53,0.5,1.71,21.5,113,-4,0.37,140.8,0,15,452,0,430,0
TV2,MC2,2023-06-01T11:15:00Z,0.878,85.52,0.32,21.7,0.841,0.4,21.3,85.52,0.5,1.21,21.5,273,-4.1,0.34,230.5,0,15,452,0,432,0
TV2,MC2,2023-06-01T11:30:00Z,0.887,85.51,0.29,21.6,0.855,0.37,21.2,85.51,0.5,1.49,21.5,247,-4,0.49,233.6,0,15,451,0,430,0
TV2,MC2,2023-06-01T11:45:00Z,0.889,85.51,0.29,21.6,0.852,0.38,21.4,85.5,0.4,1.38,21.7,222,-4,0.42,229.8,0,15,451,0,427,0
TV2,MC2,2023-06-01T12:00:00Z,0.876,85.49,0.33,22,0.846,0.4,21.8,85.48,0.5,2.11,22.2,182,-4,0.42,322.6,0,15,451,0,430,0
TV2,MC2,2023-06-01T12:15:00Z,0.843,85.47,0.43,22.7,0.817,0.49,22.2,85.46,0.5,1.4,22.5,229,-4,0.38,445.3,0,5,450,0,431,0
TV2,MC2,2023-06-01T12:30:00Z,0.837,85.45,0.45,22.6,0.817,0.49,22.2,85.45,0.5,1.29,22.5,263,-4,0.4,365.1,0,10,450,0,427,0
TV2,MC2,2023-06-01T12:45:00Z,0.841,85.44,0.43,22.4,0.82,0.48,22,85.44,0.4,1.39,22.2,231,-3.9,0.38,143,0,12,451,0,432,0
TV2,MC2,2023-06-01T13:00:00Z,0.862,85.42,0.37,22.2,0.849,0.39,21.7,85.42,0.3,1.45,22.1,196,-3.9,0.38,189.9,0,15,451,0,433,0
TV2,MC2,2023-06-01T13:15:00Z,0.89,85.42,0.28,21.6,0.883,0.29,21.2,85.41,0.4,1.4,21.7,150,-4,0.39,148.9,0,15,451,0,432,0
TV2,MC2,2023-06-01T13:30:00Z,0.903,85.41,0.25,21.5,0.886,0.29,21.3,85.41,0.5,1.18,21.6,166,-3.9,0.47,87.9,0,15,452,0,434,0
TV2,MC2,2023-06-01T13:45:00Z,0.919,85.4,0.2,21.2,0.902,0.24,20.9,85.39,0.4,1.31,21.3,100,-4,0.37,51.3,2,15,558,1,505,2
TV2,MC2,2023-06-01T14:00:00Z,0.938,85.39,0.15,20.7,0.927,0.17,20.3,85.38,0.5,1.79,20.6,108,-4,0.45,33.3,15,15,708,15,559,15
TV2,MC2,2023-06-01T14:15:00Z,0.956,85.38,0.1,20,0.947,0.12,19.7,85.38,0.4,1.75,19.9,101,-4,0.58,15.4,15,15,904,15,741,15
TV2,MC2,2023-06-01T14:30:00Z,0.974,85.37,0.06,19.6,0.958,0.09,19.4,85.37,0.4,1.25,19.4,79,-4.2,0.47,28,15,15,709,15,593,15
TV2,MC2,2023-06-01T14:45:00Z,0.981,85.37,0.04,19.2,0.966,0.07,19,85.36,0.5,1.29,19.1,31,-4.2,0.38,51.5,15,15,561,15,496,15
TV2,MC2,2023-06-01T15:00:00Z,0.992,85.34,0.02,19.7,0.97,0.07,19.7,85.33,0.5,1.47,19.8,259,-4.2,0.28,156,15,15,499,9,449,14
TV2,MC2,2023-06-01T15:15:00Z,0.991,85.33,0.02,20,0.965,0.08,19.9,85.33,0.5,1.67,19.9,141,-4.1,0.42,75.6,15,15,497,0,441,0
TV2,MC2,2023-06-01T15:30:00Z,0.989,85.33,0.03,19.8,0.966,0.08,19.7,85.33,0.5,1.13,19.8,60,-4.1,0.35,38.5,15,15,497,0,440,0
TV2,MC2,2023-06-01T15:45:00Z,0.989,85.34,0.02,19.5,0.967,0.08,19.4,85.33,0.4,1.06,19.5,149,-4.2,0.35,26.7,15,15,496,0,439,0
TV2,MC2,2023-06-01T16:00:00Z,0.99,85.33,0.02,19.3,0.97,0.07,19.3,85.33,0.4,1.08,19.4,77,-4.2,0.25,11.9,15,15,1037,6,687,6
TV2,MC2,2023-06-01T16:15:00Z,0.992,85.34,0.02,19.1,0.972,0.06,19,85.33,0.6,2.18,18.8,109,-4.6,0.4,9.5,15,15,613,15,592,15
TV2,MC2,2023-06-01T16:30:00Z,0.994,85.35,0.01,18.7,0.975,0.05,18.5,85.34,0.5,1,18.5,114,-4.5,0.25,19.8,15,15,562,15,558,15
TV2,MC2,2023-06-01T16:45:00Z,0.996,85.35,0.01,18.6,0.979,0.04,18.4,85.34,0.6,0.92,18.4,110,-4.5,0.27,18.1,15,15,539,15,526,15
TV2,MC2,2023-06-01T17:00:00Z,0.997,85.34,0.01,18.6,0.981,0.04,18.5,85.33,0.6,1.52,18.5,133,-4.5,0.37,13,15,15,562,15,547,15
TV2,MC2,2023-06-01T17:15:00Z,0.999,85.33,0,18.6,0.981,0.04,18.5,85.33,0.6,2.64,18.5,93,-4.4,0.37,12.1,15,15,541,15,503,15
TV2,MC2,2023-06-01T17:30:00Z,1.001,85.34,0,18.5,0.983,0.04,18.5,85.33,0.6,1.55,18.5,127,-4.3,0.35,5.3,15,15,531,15,493,15
TV2,MC2,2023-06-01T17:45:00Z,1,85.37,0,18.6,0.986,0.03,18.6,85.36,0.6,1.2,18.5,88,-4.4,0.31,0.4,15,15,529,15,491,15
TV2,MC2,2023-06-01T18:00:00Z,1,85.39,0,18.6,0.986,0.03,18.5,85.39,0.5,1.71,18.5,81,-4.4,0.42,0,15,15,528,15,488,15
TV2,MC2,2023-06-01T18:15:00Z,1.001,85.4,0,18.4,0.988,0.03,18.3,85.4,0.5,1.89,18.3,97,-4.4,0.39,0,15,15,526,15,488,15
TV2,MC2,2023-06-01T18:30:00Z,1,85.41,0,18.3,0.989,0.02,18.3,85.41,0.5,1.51,18.2,102,-4.4,0.49,0,15,15,532,15,501,15
TV2,MC2,2023-06-01T18:45:00Z,1,85.43,0,18.4,0.992,0.02,18.4,85.42,0.6,1.69,18.3,117,-4.4,0.56,0,15,15,534,15,510,15
TV2,MC2,2023-06-01T19:00:00Z,1.001,85.46,0,18.3,0.992,0.02,18.2,85.45,0.6,1.92,18.2,75,-4.4,0.44,0,15,15,553,15,544,15
TV2,MC2,2023-06-01T19:15:00Z,1.001,85.48,0,18.2,0.993,0.01,18.1,85.48,0.6,1.69,18.1,99,-4.3,0.44,0,15,15,531,15,535,15
TV2,MC2,2023-06-01T19:30:00Z,1,85.48,0,18.1,0.995,0.01,18.1,85.48,0.5,1.23,18.1,90,-4.4,0.38,0,15,15,545,15,559,15
TV2,MC2,2023-06-01T19:45:00Z,1,85.48,0,18.2,0.996,0.01,18.2,85.48,0.6,1.42,18.2,65,-4.4,0.34,0,15,15,629,15,625,15
TV2,MC2,2023-06-01T20:00:00Z,1,85.5,0,18.4,0.998,0.01,18.4,85.49,0.6,1.83,18.3,79,-4.4,0.42,0,15,15,581,15,576,15
TV2,MC2,2023-06-01T20:15:00Z,1,85.5,0,18.3,0.999,0,18.3,85.49,0.6,1.22,18.3,76,-4.4,0.38,0,15,15,645,15,642,15
TV2,MC2,2023-06-01T20:30:00Z,1,85.51,0,18.3,0.998,0,18.4,85.5,0.6,1.73,18.3,68,-4.5,0.45,0,15,15,593,15,571,15
TV2,MC2,2023-06-01T20:45:00Z,1,85.53,0,18.4,0.999,0,18.4,85.52,0.6,1.52,18.3,69,-4.5,0.5,0,15,15,825,15,781,15
TV2,MC2,2023-06-01T21:00:00Z,1,85.52,0,18.3,0.999,0,18.3,85.52,0.6,1.6,18.2,58,-4.5,0.55,0,15,15,621,15,612,15
TV2,MC2,2023-06-01T21:15:00Z,1,85.52,0,18.3,0.999,0,18.3,85.52,0.6,1.16,18.3,56,-4.5,0.55,0,15,15,894,15,787,15
TV2,MC2,2023-06-01T21:30:00Z,1,85.54,0,18.3,1,0,18.3,85.53,0.5,1.29,18.3,73,-4.6,0.57,0,15,15,703,15,770,15
TV2,MC2,2023-06-01T21:45:00Z,1.001,85.55,0,18.2,1,0,18.2,85.54,0.6,1.6,18.2,76,-4.7,0.63,0,15,15,603,15,556,15
TV2,MC2,2023-06-01T22:00:00Z,0.999,85.56,0,18.1,1.001,0,18,85.55,0.6,1.86,18,65,-4.5,0.59,0,15,15,594,15,527,15
TV2,MC2,2023-06-01T22:15:00Z,1,85.57,0,18,1.001,0,17.9,85.57,0.6,1.54,17.9,79,-4.5,0.59,0,15,15,565,15,533,15
TV2,MC2,2023-06-01T22:30:00Z,1,85.58,0,18,1.001,0,17.9,85.58,0.6,1.9,17.9,69,-4.5,0.43,0,15,15,701,15,700,15
TV2,MC2,2023-06-01T22:45:00Z,1,85.57,0,18,0.999,0,18.1,85.57,0.7,1.76,18,78,-4.5,0.53,0,15,15,613,15,599,15
TV2,MC2,2023-06-01T23:00:00Z,1,85.56,0,18.1,1,0,18,85.56,0.6,1.13,18,44,-4.6,0.45,0,15,15,612,15,646,15
TV2,MC2,2023-06-01T23:15:00Z,1,85.56,0,18.1,1,0,18.2,85.55,0.6,2.56,18.1,87,-4.5,0.61,0,15,15,625,15,612,15
TV2,MC2,2023-06-01T23:30:00Z,1,85.55,0,17.9,1,0,17.8,85.54,0.6,1.64,17.8,52,-4.6,0.49,0,15,15,556,15,529,15
TV2,MC2,2023-06-01T23:45:00Z,0.999,85.54,0,17.8,1,0,17.6,85.54,0.6,1.27,17.7,51,-4.5,0.39,0,15,15,544,15,522,15
TV2,MC2,2023-06-02T00:00:00Z,1,85.53,0,17.5,1,0,17.4,85.53,0.7,1.09,17.5,55,-4.5,0.38,0,15,15,558,15,552,15
TV2,MC2,2023-06-02T00:15:00Z,1,85.53,0,17.7,1.001,0,17.6,85.52,0.6,1.16,17.7,71,-4.5,0.43,0,15,15,558,15,552,15
TV2,MC2,2023-06-02T00:30:00Z,1.001,85.51,0,17.8,1,0,17.7,85.5,0.6,0.91,17.8,52,-4.5,0.38,0,15,15,620,15,595,15
TV2,MC2,2023-06-02T00:45:00Z,1,85.49,0,17.9,1.001,0,17.8,85.48,0.6,1.11,17.9,55,-4.5,0.41,0,15,15,558,15,551,15
TV2,MC2,2023-06-02T01:00:00Z,1,85.48,0,17.9,1.001,0,17.8,85.47,0.6,2,17.9,95,-4.5,0.43,0,15,15,543,15,545,15
TV2,MC2,2023-06-02T01:15:00Z,1.001,85.46,0,17.8,1.001,0,17.7,85.45,0.6,1.09,17.8,142,-4.5,0.34,0,15,15,535,15,541,15
TV2,MC2,2023-06-02T01:30:00Z,1.001,85.43,0,17.8,1,0,17.7,85.43,0.6,1.85,17.8,161,-4.6,0.31,0,15,15,552,15,527,15
TV2,MC2,2023-06-02T01:45:00Z,1,85.42,0,17.8,1,0,17.8,85.41,0.6,1.8,17.8,100,-4.4,0.31,0,15,15,545,15,525,15
TV2,MC2,2023-06-02T02:00:00Z,0.999,85.39,0,17.8,1,0,17.8,85.39,0.5,1.81,17.8,128,-4.4,0.4,0,15,15,541,15,526,15
TV2,MC2,2023-06-02T02:15:00Z,1,85.38,0,17.8,1,0,17.7,85.37,0.6,1.02,17.8,92,-4.5,0.27,0,15,15,534,15,520,15
TV2,MC2,2023-06-02T02:30:00Z,0.999,85.36,0,17.8,1,0,17.7,85.36,0.6,1.26,17.8,69,-4.5,0.35,0,15,15,532,15,519,15
TV2,MC2,2023-06-02T02:45:00Z,1,85.35,0,17.7,1,0,17.7,85.35,0.7,1.33,17.7,70,-4.5,0.36,0,15,15,528,15,517,15
TV2,MC2,2023-06-02T03:00:00Z,1.001,85.34,0,17.7,1,0,17.6,85.34,0.6,1.02,17.7,61,-4.4,0.36,0,15,15,525,15,517,15
TV2,MC2,2023-06-02T03:15:00Z,1,85.33,0,17.6,1,0,17.5,85.33,0.6,1.51,17.5,84,-4.5,0.38,0,15,15,524,15,521,15
TV2,MC2,2023-06-02T03:30:00Z,1,85.34,0,17.5,0.999,0,17.4,85.33,0.6,0.79,17.5,41,-4.5,0.28,0,15,15,523,15,521,15
TV2,MC2,2023-06-02T03:45:00Z,0.999,85.34,0,17.4,0.999,0,17.4,85.33,0.6,0.84,17.4,58,-4.4,0.25,0,15,15,521,15,518,15
TV2,MC2,2023-06-02T04:00:00Z,1.001,85.34,0,17.4,0.999,0,17.3,85.34,0.6,1.47,17.4,102,-4.5,0.38,0,15,15,518,15,516,15
TV2,MC2,2023-06-02T04:15:00Z,1,85.35,0,17.3,0.999,0,17.2,85.34,0.6,1.35,17.3,92,-4.4,0.37,0,15,15,515,15,510,15
TV2,MC2,2023-06-02T04:30:00Z,1,85.34,0,17.3,0.999,0,17.3,85.33,0.6,1.6,17.3,167,-4.4,0.3,0,15,15,512,15,504,15
TV2,MC2,2023-06-02T04:45:00Z,1,85.34,0,17.3,0.999,0,17.3,85.33,0.6,1.57,17.3,211,-4.4,0.37,0,15,15,506,15,492,15
TV2,MC2,2023-06-02T05:00:00Z,1,85.36,0,17.4,1,0,17.4,85.35,0.6,1.56,17.4,51,-4.5,0.36,0,15,15,520,15,498,15
TV2,MC2,2023-06-02T05:15:00Z,1,85.37,0,17.4,1,0,17.4,85.36,0.6,1.24,17.4,59,-4.4,0.26,0,15,15,513,15,498,15
TV2,MC2,2023-06-02T05:30:00Z,1,85.37,0,17.4,1,0,17.4,85.36,0.6,0.94,17.4,35,-4.5,0.3,0,15,15,512,15,500,15
TV2,MC2,2023-06-02T05:45:00Z,1,85.38,0,17.4,0.999,0,17.4,85.37,0.6,0.91,17.5,94,-4.4,0.29,1.8,15,15,510,15,496,15
TV2,MC2,2023-06-02T06:00:00Z,1,85.41,0,17.4,1,0,17.4,85.4,0.6,0.95,17.4,88,-4.4,0.25,8.8,15,15,504,15,487,15
TV2,MC2,2023-06-02T06:15:00Z,1,85.43,0,17.3,1.001,0,17.4,85.43,0.6,0.73,17.4,68,-4.4,0.28,12.3,15,15,503,15,485,15
TV2,MC2,2023-06-02T06:30:00Z,0.999,85.44,0,17.5,1,0,17.6,85.44,0.6,0.65,17.6,30,-4.5,0.22,14.1,15,15,502,15,484,15
TV2,MC2,2023-06-02T06:45:00Z,1,85.47,0,17.6,1,0,17.6,85.46,0.6,0.88,17.6,28,-4.4,0.24,9.9,15,15,502,15,484,15
TV2,MC2,2023-06-02T07:00:00Z,0.999,85.47,0,17.5,1,0,17.5,85.47,0.6,0.43,17.6,7,-4.4,0.18,6.4,15,15,613,15,588,15
TV2,MC2,2023-06-02T07:15:00Z,1,85.49,0,17.5,0.999,0,17.4,85.48,0.6,0.62,17.5,309,-4.5,0.2,4,15,15,637,15,566,15
TV2,MC2,2023-06-02T07:30:00Z,1,85.49,0,17.3,1,0,17.2,85.48,0.6,1.21,17.3,268,-4.5,0.31,0,15,15,617,15,554,15
TV2,MC2,2023-06-02T07:45:00Z,1,85.49,0,17.1,0.999,0,17.2,85.49,0.6,0.7,17.2,304,-4.5,0.22,2.6,15,15,626,15,573,15
TV2,MC2,2023-06-02T08:00:00Z,1,85.49,0,17.3,1.001,0,17.5,85.48,0.6,0.86,17.5,291,-4.6,0.26,6.4,15,15,633,15,584,15
TV2,MC2,2023-06-02T08:15:00Z,1,85.5,0,17.5,1,0,17.7,85.5,0.5,1.06,17.7,278,-4.6,0.29,7.5,15,15,626,15,552,15
TV2,MC2,2023-06-02T08:30:00Z,1,85.51,0,17.7,1,0,17.9,85.5,0.6,1.1,17.8,323,-4.6,0.19,9.5,15,15,608,15,543,15
