Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes
ET3,MC1,2023-06-01T02:30:00Z,18.5,0.956,87.7,0.09,-1.3,1.22,134,18.6,-0.1,2.95,0,578,15,15
ET3,MC1,2023-06-01T02:45:00Z,18.5,0.952,87.7,0.1,-1.3,1.1,237,18.6,-0.3,2.98,0,717,15,15
ET3,MC1,2023-06-01T03:00:00Z,18.4,0.952,87.68,0.1,-1.3,0.94,171,18.5,-0.1,3.35,0,653,15,15
ET3,MC1,2023-06-01T03:15:00Z,18.4,0.948,87.67,0.11,-1.2,0.91,193,18.6,-0.1,2.54,0,594,15,15
ET3,MC1,2023-06-01T03:30:00Z,18.5,0.944,87.66,0.12,-1.3,0.9,194,18.7,-0.1,2.47,0,577,15,15
ET3,MC1,2023-06-01T03:45:00Z,18.6,0.941,87.66,0.13,-1.3,1.27,211,18.8,-0.2,4.47,0,534,15,15
ET3,MC1,2023-06-01T04:00:00Z,18.8,0.932,87.67,0.15,-1.3,1.39,209,19,-0.2,3.59,0,519,15,15
ET3,MC1,2023-06-01T04:15:00Z,19,0.931,87.67,0.15,-1.3,1.42,200,19.1,-0.2,4.46,0,507,15,15
ET3,MC1,2023-06-01T04:30:00Z,19.2,0.921,87.68,0.18,-1.2,1.93,173,19.4,-0.1,5.12,0,488,15,15
ET3,MC1,2023-06-01T04:45:00Z,19.6,0.892,87.68,0.25,-1.4,1.79,170,19.7,-0.1,4.76,0,454,13,15
ET3,MC1,2023-06-01T05:00:00Z,20.3,0.838,87.69,0.39,-1.3,1.48,180,20.4,-0.1,3.65,0,447,0,1
ET3,MC1,2023-06-01T05:15:00Z,20.5,0.802,87.71,0.48,-1.3,1.29,185,20.6,-0.2,2.59,0,447,0,0
ET3,MC1,2023-06-01T05:30:00Z,21,0.761,87.72,0.6,-1.3,1.12,188,21,-0.2,3.93,0,446,0,0
ET3,MC1,2023-06-01T05:45:00Z,21.1,0.746,87.74,0.64,-1.3,0.99,189,21.2,-0.2,2.99,0.4,446,0,0
ET3,MC1,2023-06-01T06:00:00Z,21.3,0.739,87.76,0.66,-1.3,0.91,198,21.3,-0.2,2.3,7,446,0,0
ET3,MC1,2023-06-01T06:15:00Z,21.2,0.744,87.78,0.64,-1.3,0.94,202,21.2,-0.2,2.55,10.3,446,0,0
ET3,MC1,2023-06-01T06:30:00Z,21.2,0.747,87.81,0.64,-1.3,1.15,217,21.3,-0.3,4.73,11.5,446,0,0
ET3,MC1,2023-06-01T06:45:00Z,21.1,0.755,87.82,0.61,-1.4,0.79,202,21.1,-0.2,2.33,15,446,0,0
ET3,MC1,2023-06-01T07:00:00Z,20.8,0.779,87.84,0.54,-1.4,0.31,94,20.8,-0.2,0.9,19,446,0,0
ET3,MC1,2023-06-01T07:15:00Z,20.5,0.812,87.86,0.45,-1.4,0.24,128,20.4,-0.2,0.78,28.9,447,0,0
ET3,MC1,2023-06-01T07:30:00Z,20.4,0.85,87.88,0.36,-1.5,0.31,122,20.5,-0.2,0.68,45.2,447,0,0
ET3,MC1,2023-06-01T07:45:00Z,20.6,0.884,87.9,0.28,-1.4,0.55,108,20.6,-0.2,1.17,55.5,447,0,0
ET3,MC1,2023-06-01T08:00:00Z,21,0.895,87.9,0.26,-1.5,0.65,97,21.1,-0.1,1.46,67.7,450,5,15
ET3,MC1,2023-06-01T08:15:00Z,21.3,0.86,87.91,0.36,-1.4,0.69,71,21.5,-0.2,1.31,55.1,447,0,0
ET3,MC1,2023-06-01T08:30:00Z,21.4,0.858,87.93,0.36,-1.4,0.53,79,21.4,-0.2,1.48,63.9,447,0,0
ET3,MC1,2023-06-01T08:45:00Z,21.4,0.863,87.94,0.35,-1.4,0.75,101,21.6,-0.1,2.17,65.6,447,0,0
ET3,MC1,2023-06-01T09:00:00Z,21.5,0.854,87.95,0.37,-1.4,0.89,92,21.8,-0.2,3.09,73.2,447,0,0
ET3,MC1,2023-06-01T09:15:00Z,21.7,0.858,87.95,0.37,-1.4,0.59,75,21.8,-0.2,1.4,75.3,447,0,0
ET3,MC1,2023-06-01T09:30:00Z,21.8,0.857,87.94,0.37,-1.4,0.65,80,21.9,-0.1,1.45,86.4,446,0,0
ET3,MC1,2023-06-01T09:45:00Z,21.8,0.848,87.93,0.4,-1.5,0.67,61,22,-0.2,1.4,66.7,446,0,0
ET3,MC1,2023-06-01T10:00:00Z,21.8,0.849,87.92,0.39,-1.4,0.69,59,22.1,-0.2,1.23,81.8,446,0,0
ET3,MC1,2023-06-01T10:15:00Z,22.2,0.841,87.91,0.42,-1.4,0.58,89,22.3,-0.1,1.79,86.4,446,0,0
ET3,MC1,2023-06-01T10:30:00Z,22.7,0.839,87.9,0.44,-1.3,0.52,76,22.9,-0.2,1.45,113.2,446,0,0
ET3,MC1,2023-06-01T10:45:00Z,22.8,0.807,87.89,0.53,-1.4,0.57,161,23.1,-0.2,2.18,185.3,446,0,0
ET3,MC1,2023-06-01T11:00:00Z,23.8,0.782,87.88,0.64,-1.3,0.48,119,24,-0.2,1.31,354.1,445,0,0
ET3,MC1,2023-06-01T11:15:00Z,23.6,0.774,87.86,0.66,-1.4,0.78,279,23.5,-0.3,1.89,128.5,446,0,0
ET3,MC1,2023-06-01T11:30:00Z,23.4,0.844,87.85,0.45,-1.3,0.43,96,23.7,-0.2,1.31,104.4,446,0,0
ET3,MC1,2023-06-01T11:45:00Z,23.6,0.847,87.84,0.45,-1.4,0.36,101,23.5,-0.2,0.78,52.6,446,0,0
ET3,MC1,2023-06-01T12:00:00Z,23.1,0.858,87.83,0.4,-1.3,0.42,95,23.1,-0.2,1.05,68.8,447,0,0
ET3,MC1,2023-06-01T12:15:00Z,23.1,0.875,87.81,0.35,-1.4,0.5,86,23.3,-0.2,1.39,88.8,446,0,0
ET3,MC1,2023-06-01T12:30:00Z,23.4,0.87,87.78,0.38,-1.3,0.5,80,23.6,-0.2,1.23,174.1,446,0,0
ET3,MC1,2023-06-01T12:45:00Z,23.4,0.858,87.77,0.41,-1.3,0.45,88,23.5,-0.2,1.66,69.2,446,0,0
ET3,MC1,2023-06-01T13:00:00Z,23.2,0.863,87.75,0.39,-1.3,0.38,103,23.2,-0.2,1.07,59.9,446,0,0
ET3,MC1,2023-06-01T13:15:00Z,23,0.873,87.75,0.36,-1.4,0.44,91,23.1,-0.2,1.08,68.7,447,0,0
ET3,MC1,2023-06-01T13:30:00Z,22.9,0.885,87.75,0.32,-1.4,0.35,89,23,-0.2,0.86,56.6,447,0,0
ET3,MC1,2023-06-01T13:45:00Z,22.8,0.9,87.73,0.28,-1.4,0.49,77,23.2,-0.2,1.5,111.7,446,0,0
ET3,MC1,2023-06-01T14:00:00Z,22.9,0.882,87.71,0.33,-1.3,0.58,234,23,-0.2,2.38,30.9,581,7,8
ET3,MC1,2023-06-01T14:15:00Z,21.5,0.893,87.73,0.28,-1.3,0.99,255,21.6,-0.1,2.34,12.8,874,15,15
ET3,MC1,2023-06-01T14:30:00Z,20.8,0.935,87.73,0.16,-1.1,0.64,219,20.8,0.1,2.84,24,858,15,15
ET3,MC1,2023-06-01T14:45:00Z,20.4,0.94,87.68,0.14,-1.1,2.12,198,20.2,0,7.35,60.8,604,15,15
ET3,MC1,2023-06-01T15:00:00Z,20.6,0.945,87.65,0.13,-1.2,1.14,215,20.7,-0.2,3.73,76.2,577,15,15
ET3,MC1,2023-06-01T15:15:00Z,21.1,0.942,87.68,0.15,-1.3,0.54,267,21.2,-0.1,2.24,68.3,562,15,15
ET3,MC1,2023-06-01T15:30:00Z,21.4,0.949,87.67,0.13,-1.2,0.49,182,21.1,-0.2,2.24,74.7,549,15,15
ET3,MC1,2023-06-01T15:45:00Z,21.2,0.928,87.67,0.18,-1.3,1.09,230,21.4,-0.3,5.47,68.3,536,15,15
ET3,MC1,2023-06-01T16:00:00Z,21.2,0.914,87.68,0.22,-1.3,0.68,226,21.2,-0.2,3.01,55.8,528,15,15
ET3,MC1,2023-06-01T16:15:00Z,21.1,0.914,87.67,0.21,-1.3,0.86,239,21.1,-0.3,2.25,34.6,630,15,15
ET3,MC1,2023-06-01T16:30:00Z,20.6,0.921,87.68,0.19,-1.3,0.76,213,20.6,-0.1,2.74,9.7,702,15,15
ET3,MC1,2023-06-01T16:45:00Z,20.1,0.931,87.67,0.16,-1.3,1.33,235,20.2,-0.2,5.36,13.2,589,15,15
ET3,MC1,2023-06-01T17:00:00Z,20.2,0.923,87.65,0.18,-1.3,1.32,201,20.3,-0.2,6.2,20,557,15,15
ET3,MC1,2023-06-01T17:15:00Z,20.1,0.937,87.65,0.15,-1.2,1.1,161,20.1,0,4.08,12.1,552,15,15
ET3,MC1,2023-06-01T17:30:00Z,20.2,0.935,87.65,0.15,-1.3,1.01,203,20.3,-0.2,3.4,7.1,542,15,15
ET3,MC1,2023-06-01T17:45:00Z,20.3,0.931,87.69,0.16,-1.2,1.7,161,20.3,-0.1,4.51,1.5,531,15,15
ET3,MC1,2023-06-01T18:00:00Z,20.2,0.935,87.72,0.15,-1.3,1.02,184,20.3,-0.2,3.17,0,523,15,15
ET3,MC1,2023-06-01T18:15:00Z,20.2,0.935,87.73,0.15,-1.2,1.83,128,20.2,-0.1,5.19,0,516,15,15
ET3,MC1,2023-06-01T18:30:00Z,20,0.934,87.73,0.15,-1.3,1.27,147,20,-0.1,3.79,0,504,15,15
ET3,MC1,2023-06-01T18:45:00Z,19.8,0.942,87.74,0.13,-1.4,0.87,222,19.9,-0.2,2.91,0,495,15,15
ET3,MC1,2023-06-01T19:00:00Z,19.8,0.945,87.76,0.13,-1.4,1.03,176,19.9,-0.3,4.23,0,485,15,15
ET3,MC1,2023-06-01T19:15:00Z,19.8,0.944,87.79,0.13,-1.3,1.25,179,19.9,-0.1,3.77,0,472,15,15
ET3,MC1,2023-06-01T19:30:00Z,20,0.94,87.8,0.14,-1.3,1.37,217,20.1,-0.3,3.43,0,451,8,15
ET3,MC1,2023-06-01T19:45:00Z,20,0.942,87.8,0.14,-1.3,1.28,220,20.1,-0.3,3.02,0,453,0,15
ET3,MC1,2023-06-01T20:00:00Z,20,0.948,87.82,0.12,-1.3,1.48,228,20.1,-0.3,4.12,0,461,5,11
ET3,MC1,2023-06-01T20:15:00Z,19.9,0.95,87.83,0.12,-1.4,1.32,221,20,-0.2,4.96,0,469,5,15
ET3,MC1,2023-06-01T20:30:00Z,19.9,0.947,87.85,0.12,-1.4,1.15,230,20.1,-0.2,3.93,0,474,15,15
ET3,MC1,2023-06-01T20:45:00Z,19.8,0.952,87.87,0.11,-1.4,0.83,210,19.8,-0.2,2.55,0,470,15,15
ET3,MC1,2023-06-01T21:00:00Z,19.8,0.959,87.87,0.09,-1.4,0.73,200,19.8,-0.2,2.68,0,536,15,15
ET3,MC1,2023-06-01T21:15:00Z,19.8,0.959,87.87,0.09,-1.4,0.88,194,19.8,-0.2,3.51,0,530,15,15
ET3,MC1,2023-06-01T21:30:00Z,19.9,0.959,87.89,0.1,-1.3,1.02,219,20,-0.2,3.33,0,747,15,15
ET3,MC1,2023-06-01T21:45:00Z,19.8,0.953,87.9,0.11,-1.2,1.37,207,19.9,0,5.03,0,847,15,15
ET3,MC1,2023-06-01T22:00:00Z,19.5,0.96,87.91,0.09,-1.1,1.49,174,19.6,0,4.37,0,713,15,15
ET3,MC1,2023-06-01T22:15:00Z,19.4,0.963,87.92,0.08,-1.1,1.64,232,19.5,-0.3,5.55,0,673,15,15
ET3,MC1,2023-06-01T22:30:00Z,19.3,0.964,87.92,0.08,-1.2,1.72,245,19.4,-0.4,4.97,0,550,15,15
ET3,MC1,2023-06-01T22:45:00Z,19.4,0.967,87.9,0.07,-1.3,2.05,241,19.4,-0.3,5.48,0,587,15,15
ET3,MC1,2023-06-01T23:00:00Z,19.5,0.965,87.88,0.08,-1.1,3.08,240,19.7,-0.5,8.53,0,586,15,15
ET3,MC1,2023-06-01T23:15:00Z,19.6,0.957,87.88,0.1,-1.2,3.03,235,19.8,-0.5,7.49,0,609,15,15
ET3,MC1,2023-06-01T23:30:00Z,19.5,0.956,87.85,0.1,-1.3,2.34,237,19.6,-0.6,7.31,0,564,15,15
ET3,MC1,2023-06-01T23:45:00Z,19.2,0.96,87.85,0.09,-0.7,2.71,240,19.3,-0.4,8.55,0,521,15,15
ET3,MC1,2023-06-02T00:00:00Z,19.1,0.954,87.84,0.1,-1.4,2.29,234,19.3,-0.6,8.08,0,503,15,15
ET3,MC1,2023-06-02T00:15:00Z,19.4,0.95,87.84,0.11,-1.3,3.05,236,19.5,-0.6,7.78,0,493,15,15
ET3,MC1,2023-06-02T00:30:00Z,19.5,0.949,87.82,0.11,-1.1,2.36,244,19.6,-0.6,6.42,0,481,15,15
ET3,MC1,2023-06-02T00:45:00Z,19.6,0.946,87.8,0.12,-1.3,2.64,240,19.8,-0.7,9.16,0,467,15,15
ET3,MC1,2023-06-02T01:00:00Z,19.9,0.934,87.78,0.15,-1.3,1.72,222,19.9,-0.4,7.39,0,452,5,15
ET3,MC1,2023-06-02T01:15:00Z,19.7,0.935,87.74,0.15,-1.3,1.71,207,19.7,-0.3,5.26,0,449,0,3
ET3,MC1,2023-06-02T01:30:00Z,19.6,0.938,87.72,0.14,-1.3,1.87,211,19.6,-0.4,6.07,0,449,0,0
ET3,MC1,2023-06-02T01:45:00Z,19.4,0.95,87.71,0.11,-1.2,2.26,214,19.5,-0.5,8.24,0,449,0,0
ET3,MC1,2023-06-02T02:00:00Z,19.5,0.95,87.69,0.11,-1.3,2.12,211,19.6,-0.2,5.24,0,449,0,0
ET3,MC1,2023-06-02T02:15:00Z,20,0.919,87.67,0.19,-1.2,2.62,233,20.2,-0.7,6.26,0,449,0,0
ET3,MC1,2023-06-02T02:30:00Z,20,0.91,87.66,0.21,-1.1,2.56,225,20.1,-0.1,7.28,0,449,0,0
ET3,MC1,2023-06-02T02:45:00Z,19.7,0.928,87.66,0.16,-1.4,2.16,224,19.8,-0.4,7.03,0,449,0,0
ET3,MC1,2023-06-02T03:00:00Z,19.8,0.92,87.65,0.18,-1.2,2.06,221,19.9,-0.3,6.97,0,449,0,0
ET3,MC1,2023-06-02T03:15:00Z,19.7,0.919,87.65,0.19,-1.3,1.63,219,19.8,-0.3,3.88,0,449,0,0
ET3,MC1,2023-06-02T03:30:00Z,19.7,0.916,87.65,0.19,-1.4,1.75,174,19.8,-0.1,5.83,0,449,0,0
ET3,MC1,2023-06-02T03:45:00Z,19.8,0.912,87.64,0.2,-1.4,1.71,173,19.8,-0.2,4.63,0,449,0,0
ET3,MC1,2023-06-02T04:00:00Z,19.6,0.916,87.65,0.19,-1.3,1.31,182,19.7,-0.2,3.12,0,449,0,0
ET3,MC1,2023-06-02T04:15:00Z,19.7,0.909,87.66,0.21,-1.3,1.82,182,19.8,-0.1,7.03,0,448,0,0
ET3,MC1,2023-06-02T04:30:00Z,20,0.891,87.65,0.25,-1.3,1.53,210,20.1,-0.3,5.08,0,448,0,0
ET3,MC1,2023-06-02T04:45:00Z,20,0.885,87.65,0.27,-1.4,1.65,193,20.1,-0.2,5.3,0,448,0,0
ET3,MC1,2023-06-02T05:00:00Z,20.1,0.886,87.67,0.27,-1.3,1.68,188,20.2,-0.2,4.37,0,450,0,6
ET3,MC1,2023-06-02T05:15:00Z,20.2,0.888,87.68,0.26,-1.3,1.51,209,20.3,-0.2,3.96,0,448,0,1
ET3,MC1,2023-06-02T05:30:00Z,20,0.898,87.69,0.24,-1.3,1.56,173,20,-0.2,4.75,0,448,0,0
ET3,MC1,2023-06-02T05:45:00Z,19.8,0.907,87.7,0.21,-1.4,1.23,169,19.9,-0.2,3.73,1.1,448,0,0
ET3,MC1,2023-06-02T06:00:00Z,20.1,0.886,87.73,0.27,-1.4,1.14,193,20.3,-0.2,2.91,7.3,448,0,0
ET3,MC1,2023-06-02T06:15:00Z,20.2,0.876,87.74,0.29,-1.5,1.17,193,20.2,-0.2,4.11,11.4,448,0,0
ET3,MC1,2023-06-02T06:30:00Z,19.8,0.904,87.76,0.22,-1.4,1.33,169,19.9,-0.2,3.59,13.5,448,0,0
ET3,MC1,2023-06-02T06:45:00Z,19.9,0.894,87.78,0.25,-1.4,1.17,221,20.1,-0.2,3.5,10.3,459,0,1
ET3,MC1,2023-06-02T07:00:00Z,19.8,0.898,87.8,0.24,-1.4,1.07,199,19.8,-0.2,2.5,7,591,15,15
ET3,MC1,2023-06-02T07:15:00Z,19.4,0.917,87.81,0.19,-1.3,1.49,145,19.5,-0.1,5.38,4,702,15,15
ET3,MC1,2023-06-02T07:30:00Z,19,0.931,87.81,0.15,-1.3,1.66,155,19.2,0,4.64,0,714,15,15
ET3,MC1,2023-06-02T07:45:00Z,19,0.929,87.81,0.16,-1.3,1.81,168,19.2,0,5.51,2,768,15,15
ET3,MC1,2023-06-02T08:00:00Z,19.2,0.927,87.8,0.16,-1.2,1.6,184,19.4,0,6.64,6.2,715,15,15
ET3,MC1,2023-06-02T08:15:00Z,19.4,0.928,87.81,0.16,-1.1,1.85,194,19.6,-0.2,6.07,7.9,685,15,15
ET3,MC1,2023-06-02T08:30:00Z,19.6,0.932,87.82,0.16,-1.2,1.52,192,19.7,-0.1,4.23,9.5,738,15,15
ET3,MC1,2023-06-02T08:45:00Z,19.6,0.933,87.82,0.15,-1.2,1.7,186,19.8,0,4.8,12.3,668,15,15
ET3,MC1,2023-06-02T09:00:00Z,19.7,0.932,87.83,0.16,-1.2,1.49,193,19.8,-0.1,4.77,15.4,666,15,15
ET3,MC1,2023-06-02T09:15:00Z,19.8,0.935,87.83,0.15,-1.1,1.59,187,19.9,-0.1,4.31,20.5,762,15,15
ET3,MC1,2023-06-02T09:30:00Z,20,0.921,87.81,0.18,-1.1,1.74,193,20.2,-0.1,4.72,28.9,627,15,15
ET3,MC1,2023-06-02T09:45:00Z,20.4,0.894,87.79,0.25,-1.2,1.29,194,20.6,-0.2,3.61,43.4,586,15,15
ET3,MC1,2023-06-02T10:00:00Z,20.8,0.877,87.77,0.3,-1.3,0.81,195,20.8,-0.2,1.68,49.3,572,15,15
ET3,MC1,2023-06-02T10:15:00Z,20.9,0.88,87.76,0.3,-1.3,0.93,189,21,-0.2,2.3,53.6,560,15,15
ET3,MC1,2023-06-02T10:30:00Z,21.2,0.864,87.75,0.34,-1.3,1.19,226,21.3,-0.3,3.42,68.5,547,15,15
ET3,MC1,2023-06-02T10:45:00Z,21.2,0.878,87.76,0.31,-1.3,1.75,243,21.4,-0.5,5.06,93.2,534,15,15
ET3,MC1,2023-06-02T11:00:00Z,21.3,0.894,87.77,0.27,-1.4,0.75,9,21.6,-0.2,2.25,113.2,522,15,15
ET3,MC1,2023-06-02T11:15:00Z,21.7,0.899,87.76,0.26,-1.3,0.83,99,21.9,-0.2,2.17,121.6,509,15,15
ET3,MC1,2023-06-02T11:30:00Z,22,0.888,87.76,0.3,-1.3,0.71,108,22.3,-0.3,2.27,107.8,488,15,15
ET3,MC1,2023-06-02T11:45:00Z,22.3,0.878,87.75,0.33,-1.3,0.86,79,22.5,-0.2,2.63,118.1,456,13,15
ET3,MC1,2023-06-02T12:00:00Z,22.5,0.841,87.72,0.43,-1.3,1.25,125,22.8,-0.2,3.24,171.6,447,0,2
ET3,MC1,2023-06-02T12:15:00Z,22.5,0.824,87.69,0.48,-1.2,1.2,126,22.7,-0.1,4.13,134.8,446,0,0
ET3,MC1,2023-06-02T12:30:00Z,22.6,0.827,87.68,0.47,-1.3,0.81,264,23,-0.3,2.45,190.6,446,0,0
ET3,MC1,2023-06-02T12:45:00Z,22.9,0.829,87.68,0.48,-1.3,0.8,136,23,-0.2,2.78,157.3,446,0,0
ET3,MC1,2023-06-02T13:00:00Z,22.2,0.836,87.66,0.44,-1.2,1.81,135,22.4,0,5,125.8,447,0,0
ET3,MC1,2023-06-02T13:15:00Z,22.2,0.849,87.65,0.41,-1.3,1.3,192,22.5,-0.2,6.14,137,447,0,0
ET3,MC1,2023-06-02T13:30:00Z,22,0.855,87.63,0.38,-1.3,1.28,243,22.3,-0.3,3.84,93.2,447,0,0
ET3,MC1,2023-06-02T13:45:00Z,21.7,0.863,87.61,0.35,-1.3,0.98,224,21.9,-0.1,3.35,71.6,447,0,0
ET3,MC1,2023-06-02T14:00:00Z,21.3,0.87,87.59,0.33,-1.3,1.31,156,21.6,-0.2,3.51,72,447,0,0
ET3,MC1,2023-06-02T14:15:00Z,21.4,0.861,87.58,0.35,-1.4,1.42,157,21.7,-0.2,4.09,83.7,447,0,0
ET3,MC1,2023-06-02T14:30:00Z,21.8,0.84,87.57,0.42,-1.3,1.28,166,22.1,-0.1,4.17,119.2,446,0,0
ET3,MC1,2023-06-02T14:45:00Z,22.2,0.822,87.54,0.48,-1.3,1.21,172,22.4,-0.2,3.97,126.7,446,0,0
ET3,MC1,2023-06-02T15:00:00Z,22.7,0.802,87.52,0.55,-1.3,1.37,173,23,-0.2,4.04,107.8,446,0,0
ET3,MC1,2023-06-02T15:15:00Z,23.2,0.78,87.5,0.62,-1.3,0.92,183,23.5,-0.2,2.91,150.5,445,0,0
ET3,MC1,2023-06-02T15:30:00Z,23.3,0.764,87.5,0.67,-1.3,1.2,227,23.6,-0.2,4.13,208.9,445,0,0
ET3,MC1,2023-06-02T15:45:00Z,23.2,0.742,87.5,0.73,-1.2,2.26,229,23.5,-0.4,5.97,125.2,445,0,0
ET3,MC1,2023-06-02T16:00:00Z,23,0.744,87.51,0.72,-1.2,1.94,222,23.3,-0.2,5.46,142.3,445,0,0
ET3,MC1,2023-06-02T16:15:00Z,22.8,0.777,87.52,0.62,-1.3,1.59,234,23.1,-0.3,3.99,62.6,445,0,0
ET3,MC1,2023-06-02T16:30:00Z,22.4,0.802,87.53,0.54,-1.4,1.11,226,22.8,-0.3,3.64,56.2,446,0,0
ET3,MC1,2023-06-02T16:45:00Z,22.2,0.813,87.53,0.5,-1.4,0.95,220,22.4,-0.2,2.99,26.7,446,0,0
ET3,MC1,2023-06-02T17:00:00Z,21.9,0.83,87.53,0.45,-1.4,1.21,214,22.1,-0.1,3.39,42.5,446,0,0
ET3,MC1,2023-06-02T17:15:00Z,21.8,0.824,87.54,0.46,-1.2,1.47,202,22.1,-0.2,6.15,46.3,446,0,0
ET3,MC1,2023-06-02T17:30:00Z,21.9,0.794,87.55,0.54,-1.3,1.67,199,22.1,-0.1,4.62,28.9,446,0,0
ET3,MC1,2023-06-02T17:45:00Z,21.9,0.779,87.56,0.58,-1.3,1.54,205,22.1,-0.2,3.94,14.1,446,0,0
ET3,MC1,2023-06-02T18:00:00Z,21.8,0.788,87.58,0.55,-1.4,1.38,208,21.9,-0.2,4.13,3.3,446,0,0
ET3,MC1,2023-06-02T18:15:00Z,21.7,0.789,87.59,0.55,-1.3,1.4,210,21.9,-0.1,3.64,0,446,0,0
