Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes
ET5,MC2,2023-06-01T11:30:00Z,23.6,0.822,87.81,0.52,4.9,0.62,334,24.8,1,1.36,295.7,449,0,0
ET5,MC2,2023-06-01T11:45:00Z,23.2,0.835,87.81,0.47,4.8,0.64,329,24.1,1,1.4,148.9,450,0,4
ET5,MC2,2023-06-01T12:00:00Z,22.6,0.853,87.79,0.4,4.8,0.68,338,23.8,1,1.79,223.9,450,0,6
ET5,MC2,2023-06-01T12:15:00Z,23.2,0.842,87.77,0.45,4.8,0.57,331,24.1,1,1.29,313.8,449,0,1
ET5,MC2,2023-06-01T12:30:00Z,23.9,0.838,87.74,0.48,4.8,0.6,342,24.5,1,1.18,449.5,449,0,0
ET5,MC2,2023-06-01T12:45:00Z,24.1,0.819,87.73,0.54,4.8,0.64,340,24.4,1,1.56,207.3,449,0,0
ET5,MC2,2023-06-01T13:00:00Z,23.1,0.855,87.72,0.41,4.8,0.61,342,23.8,1,1.31,184.2,450,0,7
ET5,MC2,2023-06-01T13:15:00Z,23.4,0.854,87.7,0.42,4.9,0.5,335,24,1,1.2,203.2,450,0,0
ET5,MC2,2023-06-01T13:30:00Z,22.8,0.874,87.71,0.35,4.8,0.59,338,23.4,0.9,1.23,177.1,450,0,13
ET5,MC2,2023-06-01T13:45:00Z,23.2,0.884,87.69,0.33,4.8,0.7,344,24,1,2.62,409.4,448,0,6
ET5,MC2,2023-06-01T14:00:00Z,23.1,0.863,87.68,0.39,4.8,0.81,336,23.4,1,2.96,96.1,655,7,9
ET5,MC2,2023-06-01T14:15:00Z,21.6,0.896,87.69,0.27,4.6,1.06,245,21.8,0.6,2.95,40.5,771,15,15
ET5,MC2,2023-06-01T14:30:00Z,20.7,0.941,87.68,0.14,4.2,1.11,206,20.4,0.4,5,72.7,656,15,15
ET5,MC2,2023-06-01T14:45:00Z,20.6,0.936,87.64,0.16,4.7,3.45,188,19.6,0.3,6.29,176.3,504,15,15
ET5,MC2,2023-06-01T15:00:00Z,21.2,0.907,87.61,0.23,4.8,3.44,195,19.6,0.4,7.02,227.6,455,6,15
ET5,MC2,2023-06-01T15:15:00Z,21.5,0.914,87.64,0.22,4.5,1.03,296,20.5,0.6,3.62,199,455,0,15
ET5,MC2,2023-06-01T15:30:00Z,21.5,0.932,87.63,0.17,4.6,0.68,142,21.7,0.7,2.6,212.8,453,0,15
ET5,MC2,2023-06-01T15:45:00Z,21.7,0.899,87.63,0.26,4.6,1.64,193,21.9,0.6,5.04,253.2,453,0,15
ET5,MC2,2023-06-01T16:00:00Z,21.8,0.9,87.63,0.26,4.6,0.94,140,21.7,0.7,3.05,157.3,459,1,15
ET5,MC2,2023-06-01T16:15:00Z,21.4,0.901,87.63,0.25,4.6,1.33,193,21.5,0.7,3.49,121.2,614,8,15
ET5,MC2,2023-06-01T16:30:00Z,20.8,0.916,87.64,0.21,4.5,1.43,193,20.8,0.6,4.47,30.6,523,15,15
ET5,MC2,2023-06-01T16:45:00Z,20.5,0.911,87.63,0.21,4.7,4.93,204,20.7,0.3,9,43,524,15,15
ET5,MC2,2023-06-01T17:00:00Z,20.6,0.9,87.61,0.24,4.9,3.45,196,20.6,0.4,9.58,58,462,15,15
ET5,MC2,2023-06-01T17:15:00Z,20.4,0.927,87.6,0.17,4.7,2.47,187,20.4,0.6,6.91,35.2,458,10,15
ET5,MC2,2023-06-01T17:30:00Z,20.8,0.903,87.61,0.24,5,3.44,200,20.9,0.5,7.43,20.9,453,0,15
ET5,MC2,2023-06-01T17:45:00Z,20.6,0.918,87.65,0.2,4.9,3.3,185,20.6,0.6,7.55,11.9,453,0,15
ET5,MC2,2023-06-01T18:00:00Z,20.4,0.93,87.68,0.17,4.7,2.52,200,20.5,0.7,5.06,1.8,453,0,15
ET5,MC2,2023-06-01T18:15:00Z,20.2,0.933,87.69,0.16,4.7,1.78,126,20.2,0.8,4.82,0,453,0,15
ET5,MC2,2023-06-01T18:30:00Z,20,0.936,87.69,0.15,4.6,2.29,171,20.1,0.8,6.27,0,453,0,15
ET5,MC2,2023-06-01T18:45:00Z,20.1,0.933,87.7,0.16,4.7,3.42,197,20.2,0.7,7.16,0,453,0,15
ET5,MC2,2023-06-01T19:00:00Z,20.1,0.931,87.73,0.16,5.1,3.92,203,20.2,0.5,7.67,0,453,0,15
ET5,MC2,2023-06-01T19:15:00Z,20.1,0.932,87.76,0.16,4.7,2.98,193,20.2,0.7,7.85,0,455,0,15
ET5,MC2,2023-06-01T19:30:00Z,20.2,0.93,87.77,0.17,5.1,4.95,199,20.3,0.4,9.87,0,468,1,15
ET5,MC2,2023-06-01T19:45:00Z,20.2,0.938,87.77,0.15,5.4,5.31,200,20.2,0.5,8.95,0,553,15,15
ET5,MC2,2023-06-01T20:00:00Z,20.2,0.94,87.79,0.14,5.5,5.44,198,20.3,0.5,9.51,0,567,15,15
ET5,MC2,2023-06-01T20:15:00Z,20.1,0.944,87.79,0.13,4.8,3.57,200,20.2,0.3,7.08,0,600,15,15
ET5,MC2,2023-06-01T20:30:00Z,20.2,0.94,87.81,0.14,4.6,3.9,201,20.2,0.8,9.7,0,485,15,15
ET5,MC2,2023-06-01T20:45:00Z,19.9,0.953,87.84,0.11,4.6,2.56,198,19.9,0.7,6.44,0,488,15,15
ET5,MC2,2023-06-01T21:00:00Z,19.9,0.96,87.83,0.09,4.7,1.64,194,20,0.7,5.17,0,631,15,15
ET5,MC2,2023-06-01T21:15:00Z,19.9,0.957,87.83,0.1,4.6,1.45,202,19.9,0.6,6.58,0,587,15,15
ET5,MC2,2023-06-01T21:30:00Z,20,0.958,87.85,0.1,4.5,1.32,192,20,0.6,4.87,0,619,15,15
ET5,MC2,2023-06-01T21:45:00Z,20,0.951,87.86,0.11,4.4,1.76,198,20,0.5,8.48,0,615,15,15
ET5,MC2,2023-06-01T22:00:00Z,19.7,0.956,87.87,0.1,4.3,2.09,179,19.6,0.4,5.59,0,529,15,15
ET5,MC2,2023-06-01T22:15:00Z,19.6,0.958,87.88,0.1,4.6,3.49,198,19.7,0.1,7.69,0,494,15,15
ET5,MC2,2023-06-01T22:30:00Z,19.5,0.956,87.88,0.1,4.8,5.29,201,19.6,0.1,8.11,0,484,15,15
ET5,MC2,2023-06-01T22:45:00Z,19.6,0.956,87.86,0.1,5,5.2,202,19.6,0.3,11.52,0,518,15,15
ET5,MC2,2023-06-01T23:00:00Z,19.8,0.955,87.86,0.1,5.1,6.07,201,19.7,0.2,11.61,0,511,15,15
ET5,MC2,2023-06-01T23:15:00Z,19.9,0.947,87.85,0.12,4.7,6.57,204,19.6,0.1,9.96,0,481,15,15
ET5,MC2,2023-06-01T23:30:00Z,19.7,0.946,87.82,0.12,5,6.63,204,19.7,0,11.81,0,488,15,15
ET5,MC2,2023-06-01T23:45:00Z,19.4,0.952,87.82,0.11,6,7.48,200,19.3,-0.4,11,0,501,15,15
ET5,MC2,2023-06-02T00:00:00Z,19.5,0.937,87.81,0.14,6.1,7.28,200,19.6,-0.1,12.38,0,470,15,15
ET5,MC2,2023-06-02T00:15:00Z,19.6,0.942,87.81,0.13,5.5,7.91,200,19.7,0.4,12.27,0,471,15,15
ET5,MC2,2023-06-02T00:30:00Z,19.7,0.945,87.79,0.13,4.5,6.39,203,19.7,0.2,11.76,0,460,15,15
ET5,MC2,2023-06-02T00:45:00Z,19.9,0.94,87.77,0.14,5.5,7.57,201,19.9,-0.2,11.5,0,454,4,15
ET5,MC2,2023-06-02T01:00:00Z,20.1,0.925,87.75,0.18,5.1,6.15,196,20.1,0.6,10.72,0,454,0,15
ET5,MC2,2023-06-02T01:15:00Z,19.8,0.93,87.7,0.16,5.5,6.21,197,20,0.3,11.28,0,453,0,15
ET5,MC2,2023-06-02T01:30:00Z,19.8,0.935,87.68,0.15,5.6,6.29,194,19.8,0.3,11.61,0,454,0,15
ET5,MC2,2023-06-02T01:45:00Z,19.6,0.95,87.68,0.11,5.4,7.1,197,19.6,0.7,12.84,0,454,0,15
ET5,MC2,2023-06-02T02:00:00Z,19.7,0.944,87.65,0.13,5.6,6.6,194,19.8,0,13.28,0,453,0,15
ET5,MC2,2023-06-02T02:15:00Z,20.4,0.9,87.64,0.24,5.7,7.22,192,20.5,0.3,12.54,0,453,0,15
ET5,MC2,2023-06-02T02:30:00Z,20.2,0.906,87.63,0.22,5.2,7.71,196,20.2,0.2,12.03,0,453,0,15
ET5,MC2,2023-06-02T02:45:00Z,19.8,0.93,87.62,0.16,5.1,6.4,199,19.9,0.6,10.69,0,453,0,15
ET5,MC2,2023-06-02T03:00:00Z,20,0.913,87.62,0.2,5.5,6.05,194,20.1,0.3,10.23,0,453,0,15
ET5,MC2,2023-06-02T03:15:00Z,20,0.913,87.61,0.2,4.9,5.53,193,20,0.4,9.53,0,453,0,15
ET5,MC2,2023-06-02T03:30:00Z,20,0.903,87.61,0.23,5,4.65,193,20.1,0.5,8.51,0,453,0,15
ET5,MC2,2023-06-02T03:45:00Z,20,0.905,87.6,0.22,5.1,4.64,198,20.1,0.4,8.38,0,453,0,15
ET5,MC2,2023-06-02T04:00:00Z,19.9,0.908,87.61,0.21,5.1,4.17,192,19.9,0.6,9.84,0,453,0,15
ET5,MC2,2023-06-02T04:15:00Z,20,0.897,87.62,0.24,5,4.97,193,20.1,0.4,9.21,0,453,0,15
ET5,MC2,2023-06-02T04:30:00Z,20.3,0.878,87.61,0.29,5.3,5.66,194,20.4,0.5,10.52,0,452,0,15
ET5,MC2,2023-06-02T04:45:00Z,20.3,0.876,87.61,0.3,5.1,5.03,195,20.4,0.1,8.85,0,452,0,15
ET5,MC2,2023-06-02T05:00:00Z,20.4,0.874,87.63,0.3,5.1,4.33,192,20.5,0.6,7.94,0,452,0,15
ET5,MC2,2023-06-02T05:15:00Z,20.4,0.882,87.65,0.28,5,4.69,192,20.5,0.5,9.46,0,452,0,15
ET5,MC2,2023-06-02T05:30:00Z,20.2,0.893,87.65,0.25,5,5.05,195,20.3,0.8,9.61,0.9,452,0,15
ET5,MC2,2023-06-02T05:45:00Z,20.2,0.892,87.67,0.26,4.9,3.56,190,20.3,0.7,7.55,11.2,452,0,15
ET5,MC2,2023-06-02T06:00:00Z,20.5,0.87,87.69,0.31,5,3.86,193,20.7,0.6,8.34,21.2,452,0,15
ET5,MC2,2023-06-02T06:15:00Z,20.6,0.863,87.71,0.33,5.4,4.55,191,20.6,0.5,8.56,33.9,452,0,15
ET5,MC2,2023-06-02T06:30:00Z,20.1,0.894,87.73,0.25,5,3.67,192,20.2,0.7,8.58,41.9,452,0,15
ET5,MC2,2023-06-02T06:45:00Z,20.3,0.873,87.75,0.3,5.5,5.08,195,20.4,0.6,8.5,32,466,1,15
ET5,MC2,2023-06-02T07:00:00Z,20.1,0.877,87.76,0.29,5.1,4.12,194,20.1,0.6,7.39,21.8,523,15,15
ET5,MC2,2023-06-02T07:15:00Z,19.6,0.906,87.77,0.21,4.8,1.95,164,19.5,0.6,4.92,16.7,543,15,15
ET5,MC2,2023-06-02T07:30:00Z,19.1,0.926,87.77,0.16,4.8,2.94,184,18.6,0.6,6.54,13.7,571,15,15
ET5,MC2,2023-06-02T07:45:00Z,19.4,0.91,87.77,0.2,4.8,3.38,185,19.2,0.7,6.5,15,546,15,15
ET5,MC2,2023-06-02T08:00:00Z,19.8,0.902,87.76,0.23,5,4.09,191,18.7,0.5,8.9,19.4,528,15,15
ET5,MC2,2023-06-02T08:15:00Z,20,0.9,87.77,0.23,5.1,4.94,191,19.1,0.5,9.2,24.5,570,15,15
ET5,MC2,2023-06-02T08:30:00Z,20.2,0.905,87.79,0.22,5,4.37,195,20.1,0.4,8.32,29.8,560,15,15
ET5,MC2,2023-06-02T08:45:00Z,20.1,0.911,87.79,0.21,4.7,3.66,187,20,0.4,7.03,37.7,530,15,15
ET5,MC2,2023-06-02T09:00:00Z,20.2,0.904,87.8,0.23,5.1,4.14,197,20.2,0.3,7.3,46.5,548,15,15
ET5,MC2,2023-06-02T09:15:00Z,20.3,0.906,87.79,0.22,4.9,4.11,191,20.3,0.4,7.76,61.9,531,15,15
ET5,MC2,2023-06-02T09:30:00Z,20.4,0.897,87.77,0.25,5,4.21,191,20.5,0.4,9.07,85.9,522,15,15
ET5,MC2,2023-06-02T09:45:00Z,21,0.857,87.75,0.36,4.9,3.23,195,21.1,0.5,6.4,133.5,471,15,15
ET5,MC2,2023-06-02T10:00:00Z,21.3,0.847,87.74,0.39,4.8,3.01,201,21.4,0.6,5.25,154.2,456,8,15
ET5,MC2,2023-06-02T10:15:00Z,21.6,0.84,87.72,0.41,4.9,3.54,201,21.7,0.5,7.43,165.5,454,0,15
ET5,MC2,2023-06-02T10:30:00Z,21.7,0.835,87.72,0.43,4.9,5.29,199,21.8,0.5,8.24,209.1,453,0,15
ET5,MC2,2023-06-02T10:45:00Z,21.4,0.871,87.73,0.33,4.9,4.75,202,21.5,0.5,8.69,290.2,452,0,15
ET5,MC2,2023-06-02T11:00:00Z,21.4,0.887,87.73,0.29,4.7,2.06,193,21.7,0.7,5.46,327.8,451,0,15
ET5,MC2,2023-06-02T11:15:00Z,22.2,0.893,87.73,0.29,4.8,0.72,82,22.6,0.7,2.42,388.2,450,0,15
ET5,MC2,2023-06-02T11:30:00Z,22.5,0.877,87.72,0.34,4.8,0.76,40,23.2,0.8,2.69,321.7,450,0,15
ET5,MC2,2023-06-02T11:45:00Z,23.1,0.873,87.71,0.36,4.8,1.06,43,23.4,0.8,3.76,358.3,450,0,15
ET5,MC2,2023-06-02T12:00:00Z,23,0.83,87.68,0.48,4.8,1.41,111,23.6,0.8,5.38,602.6,449,0,3
ET5,MC2,2023-06-02T12:15:00Z,22.9,0.817,87.65,0.51,4.8,1.48,178,23.5,0.8,5.09,449.9,449,0,0
ET5,MC2,2023-06-02T12:30:00Z,22.9,0.82,87.65,0.5,4.7,1.69,214,23.4,0.7,5.87,499.3,449,0,0
ET5,MC2,2023-06-02T12:45:00Z,23.2,0.822,87.64,0.5,4.7,1.26,207,23.6,0.8,5.01,539.1,448,0,0
ET5,MC2,2023-06-02T13:00:00Z,22.8,0.835,87.62,0.46,4.7,1.65,103,23.2,0.9,5.05,365.3,449,0,0
ET5,MC2,2023-06-02T13:15:00Z,22.7,0.841,87.61,0.44,4.7,1.66,204,23.2,0.9,7.1,354.9,450,0,0
ET5,MC2,2023-06-02T13:30:00Z,22,0.858,87.59,0.38,4.9,2.76,199,22.2,0.7,6.28,355.6,450,0,0
ET5,MC2,2023-06-02T13:45:00Z,21.7,0.868,87.58,0.34,4.8,3.37,202,21.9,0.8,7.66,215.9,450,0,15
ET5,MC2,2023-06-02T14:00:00Z,21.4,0.87,87.56,0.33,5,3.36,197,21.6,0.9,7.81,210.9,450,0,15
ET5,MC2,2023-06-02T14:15:00Z,21.7,0.857,87.54,0.37,4.9,2.65,190,22,0.8,7.47,237.3,450,0,15
ET5,MC2,2023-06-02T14:30:00Z,22.1,0.834,87.53,0.44,4.9,2.78,197,22.4,0.7,7.17,263.5,450,0,11
ET5,MC2,2023-06-02T14:45:00Z,22.5,0.825,87.5,0.48,4.8,2.33,188,22.8,0.9,5.67,364.2,449,0,0
ET5,MC2,2023-06-02T15:00:00Z,22.8,0.802,87.48,0.55,4.8,2.65,192,23.2,0.9,5.6,260.9,449,0,0
ET5,MC2,2023-06-02T15:15:00Z,23.3,0.775,87.47,0.64,4.9,2.33,194,23.6,0.9,6.43,163.5,448,0,0
ET5,MC2,2023-06-02T15:30:00Z,23.2,0.763,87.47,0.67,4.7,3.27,196,23.3,0.8,6.67,441.5,447,0,0
ET5,MC2,2023-06-02T15:45:00Z,23.1,0.749,87.47,0.71,5.1,4.17,195,23.2,0.7,8.64,525.5,447,0,0
ET5,MC2,2023-06-02T16:00:00Z,23,0.755,87.47,0.69,4.9,4.31,193,23.1,0.9,8.44,475.7,447,0,0
ET5,MC2,2023-06-02T16:15:00Z,22.7,0.789,87.48,0.58,5.1,4.22,194,22.9,0.8,7.7,240.8,449,0,0
ET5,MC2,2023-06-02T16:30:00Z,22.5,0.809,87.49,0.52,5,3.86,195,22.6,0.8,7.95,139.3,450,0,0
ET5,MC2,2023-06-02T16:45:00Z,22.2,0.819,87.49,0.49,5,3.8,196,22.3,0.8,6.89,61.2,450,0,5
ET5,MC2,2023-06-02T17:00:00Z,21.9,0.833,87.5,0.44,5.1,4.05,197,22,0.8,7.46,137.1,450,0,8
ET5,MC2,2023-06-02T17:15:00Z,21.9,0.828,87.5,0.45,5.3,4.32,194,22,0.7,7.24,100,450,0,3
ET5,MC2,2023-06-02T17:30:00Z,22.1,0.791,87.51,0.56,5,3.61,187,22.1,0.9,9.14,89.7,449,0,0
ET5,MC2,2023-06-02T17:45:00Z,22.1,0.775,87.52,0.6,5.4,4.04,191,22.2,0.8,8.19,54.7,450,0,0
ET5,MC2,2023-06-02T18:00:00Z,22,0.788,87.54,0.56,5.2,3.74,190,22,0.6,7.61,13.4,450,0,6
ET5,MC2,2023-06-02T18:15:00Z,22,0.788,87.55,0.56,5.2,4.63,193,22,0.8,7.18,0.4,450,0,11
ET5,MC2,2023-06-02T18:30:00Z,21.9,0.78,87.56,0.58,5.3,4.4,191,22,0.5,7.83,0,450,0,7
ET5,MC2,2023-06-02T18:45:00Z,21.8,0.77,87.59,0.6,5.2,3.96,187,21.9,0.8,7.38,0,450,0,0
ET5,MC2,2023-06-02T19:00:00Z,21.9,0.745,87.6,0.67,5.1,4.3,191,22,0.8,7.37,0,450,0,0
ET5,MC2,2023-06-02T19:15:00Z,21.5,0.771,87.63,0.59,5.1,3.21,183,21.5,0.9,7.62,0,450,0,3
ET5,MC2,2023-06-02T19:30:00Z,20.8,0.799,87.64,0.5,4.9,2.43,157,21,1,6.29,0,450,0,15
ET5,MC2,2023-06-02T19:45:00Z,21.4,0.769,87.63,0.59,5,3.91,193,21.5,0.7,7.85,0,450,0,7
ET5,MC2,2023-06-02T20:00:00Z,21.8,0.754,87.62,0.64,5.2,4.03,194,21.8,0.7,7.7,0,450,0,0
